id,risk,category,keys
52795,1+,6,s0092182 cp1aa 16 geo101e freeze ok mirroring disabled status 02
52796,1+,6,s0092612 cp1ca 10 geo101e freeze ok mirroring disabled status 02
52797,1+,6,stc08317 cpkaa 37 freeze geo101e ok mirroring disabled status 02
52798,1+,7,am300032 bb2 am203262 s01 temp b4 prdc64r lveq dataset cp2b
52799,10+,4,edgjslu3 s0048685 返回 作业 备份 管理软件 批量 bztpjstrcs0 地址 空间
52800,1+,5,qtinvm00 j0090071 cp2a 53 26 sets ief099i waiting job data
52801,1+,5,j0058053 a01m9254 51 37 ief099i sets waiting job data for
52802,1+,5,j0057903 a01s766b 51 31 ief099i sets waiting job data for
52803,1+,5,j0057824 axbkout sets waiting ief099i job data 03 for 05
52804,1+,3,j0057347 tsspyo 26 45 07 segment max datasets has bancs
52805,1+,3,j0057347 max datasets tslmvu 32 45 07 segment has bancs
52806,1+,3,j0057347 tssafe 45 22 07 max segment datasets has bancs
52807,1+,1,j0057347 72 252 06 tsgect part inuse partition bancs 05
52808,1+,1,j0057347 251 81 06 tsgect part inuse partition bancs 05
52809,1+,1,169 j0057347 70 06 tsgect 10 part inuse partition bancs
52810,1+,1,j0057347 159 81 09 06 tsgect inuse part partition bancs
52811,1+,1,j0057347 243 71 06 tsgect 10 part inuse partition bancs
52812,1+,1,j0057347 98 81 08 06 tsgect inuse part partition bancs
52813,1+,1,j0057347 73 87 08 06 tsgect part inuse partition bancs
52814,1+,3,j0057404 cgen263p 22 eiss datasets segment max has 04 05
52815,1+,3,j0057404 cgen245p 24 eiss datasets segment max has 04 05
52816,1+,3,j0057404 cgen050p eiss segment datasets max has 04 05 dba
52817,1+,3,j0057404 cgen048p eiss segment datasets max has 04 05 dba
52818,1+,3,j0057404 cgen246p eiss segment datasets max has 04 05 ts
52819,1+,5,j0102608 dedphu31 cp3d 33 06 44 sets waiting ief099i job
52820,1+,5,j0102530 dedpzm31 cp3c 22 06 44 waiting ief099i sets job
52821,1+,8,totaldsns 10322 p12f36 s0093383 bsvoldsnss0 10000 volser war 07 cp1d
52822,1+,8,totaldsns 10359 p12191 s0093383 bsvoldsnss0 10000 volser war 07 cp1d
52823,1+,8,totaldsns 10344 p12292 s0093383 bsvoldsnss0 10000 volser war 07 cp1d
52824,1+,8,totaldsns 10189 p12779 s0093383 bsvoldsnss0 10000 volser war 07 cp1d
52825,1+,8,totaldsns 10231 p12091 s0093383 10000 bsvoldsnss0 volser war 07 cp1d
52826,1+,8,totaldsns 10388 p12f37 s0093383 10000 bsvoldsnss0 volser war 07 cp1d
52827,1+,8,totaldsns 10363 p12778 s0093383 bsvoldsnss0 10000 volser war 07 cp1d
52828,1+,8,totaldsns 10375 p12192 s0093383 bsvoldsnss0 10000 volser war 07 cp1d
52829,1+,8,totaldsns 10291 p1277a s0093383 10000 bsvoldsnss0 volser war 07 cp1d
52830,1+,8,totaldsns 10256 p12290 s0093383 10000 bsvoldsnss0 volser war 07 cp1d
52831,1+,8,totaldsns 10000 10273 10347 p12092 s0093383 bsvoldsnss0 volser war 07
52832,1+,8,totaldsns 10278 p12190 s0093383 10000 bsvoldsnss0 volser war 07 cp1d
52833,1+,8,totaldsns 10268 p12f35 s0093383 bsvoldsnss0 10000 volser war 07 cp1d
52834,1+,8,totaldsns 10332 p12678 s0093383 bsvoldsnss0 10000 volser war 07 cp1d
52835,1+,8,totaldsns 10366 p12e37 s0093383 10000 bsvoldsnss0 volser war 07 cp1d
52836,1+,8,totaldsns 10375 p12090 s0093383 bsvoldsnss0 10000 volser war 07 cp1d
52837,1+,8,totaldsns 10000 10353 10262 p1267a s0093383 bsvoldsnss0 volser war 07
52838,1+,8,totaldsns 10351 p12e36 s0093383 bsvoldsnss0 10000 volser war 07 cp1d
52839,1+,8,totaldsns 10281 pp2d37 s0093383 10000 bsvoldsnss0 volser war 07 cp1d
52840,1+,8,totaldsns 10400 p12291 s0093383 bsvoldsnss0 10000 volser war 07 cp1d
52841,1+,8,totaldsns cp2d 10250 p12090 s0007542 bsvoldsnss0 10000 volser war 07
52842,1+,8,totaldsns cp2d 10209 p12678 s0007542 bsvoldsnss0 10000 volser war 07
52843,1+,8,totaldsns cp2d 10224 p12191 s0007542 bsvoldsnss0 10000 volser war 07
52844,1+,8,totaldsns cp2d 10293 p12291 s0007542 bsvoldsnss0 10000 volser war 07
52845,1+,8,totaldsns cp2d 10104 p12091 s0007542 bsvoldsnss0 10000 volser war 07
52846,1+,8,totaldsns 10000 cp2d 10206 10135 p12092 s0007542 bsvoldsnss0 volser war
52847,1+,8,totaldsns cp2d 10197 p12f36 s0007542 bsvoldsnss0 10000 volser war 07
52848,1+,8,totaldsns cp2d 10139 pp2d37 s0007542 bsvoldsnss0 10000 volser war 07
52849,1+,8,totaldsns cp2d 10132 p12290 s0007542 bsvoldsnss0 10000 volser war 07
52850,1+,8,totaldsns cp2d 10133 p12190 s0007542 bsvoldsnss0 10000 volser war 07
52851,1+,8,totaldsns 10000 cp2d 10275 10106 p1267a s0007542 bsvoldsnss0 volser war
52852,1+,8,totaldsns cp2d 10222 p12778 s0007542 bsvoldsnss0 10000 volser war 07
52853,1+,8,totaldsns cp2d 10049 p12779 s0007542 bsvoldsnss0 10000 volser war 07
52854,1+,8,totaldsns cp2d 10219 p12e36 s0007542 bsvoldsnss0 10000 volser war 07
52855,1+,8,totaldsns cp2d 10244 p12e37 s0007542 bsvoldsnss0 10000 volser war 07
52856,1+,8,totaldsns cp2d 10132 p12f35 s0007542 bsvoldsnss0 10000 volser war 07
52857,1+,8,totaldsns cp2d p12292 10244 s0007542 bsvoldsnss0 10000 volser war 07
52858,1+,8,totaldsns cp2d 10269 p12192 s0007542 bsvoldsnss0 10000 volser war 07
52859,1+,8,totaldsns cp2d 10276 p12f37 s0007542 bsvoldsnss0 10000 volser war 07
52860,1+,8,totaldsns cp2d 10152 p1277a s0007542 bsvoldsnss0 10000 volser war 07
52861,1+,7,extents parmlib bsoextpdss0 exts sys0 mlib set cp2c s0007542 cp2d
52862,1+,5,j0062000 ixoutbkx 29 10 ief099i sets waiting job data 04
52863,10+,4,dp2y s0059824 gbp0 dsnb319a dsnb1cne there shortage space pool in
52864,10+,4,name d56180260e66 132122 dsnutil ns200035 authid dp31appl s0093013 dp31 plan
52865,1+,3,j0074568 tsspyo 26 55 14 max segment datasets has bancs
52866,1+,3,j0074568 tslmvu 54 14 max segment datasets has bancs dba
52867,1+,3,j0074568 tssafe 54 22 14 max segment datasets has bancs
52868,1+,1,j0074568 72 252 48 13 tsgect inuse part partition bancs
52869,1+,1,j0074568 251 81 47 13 tsgect inuse part partition bancs
52870,1+,1,j0074568 243 71 47 13 tsgect inuse part partition bancs
52871,1+,1,169 j0074568 70 47 13 tsgect inuse part partition bancs
52872,1+,1,82 j0074568 159 47 13 tsgect inuse part partition bancs
52873,1+,1,j0074568 98 81 46 13 tsgect part inuse partition bancs
52874,1+,1,j0074568 73 87 46 13 tsgect inuse part partition bancs
52875,1+,1,j0074568 76 126 46 13 tsgect inuse part partition bancs
52876,1+,5,j0074620 na100006 51 10 ief099i sets waiting job data for
52877,1+,3,j0074520 gen supported cgen263p 22 eiss 10 datasets segment max
52878,1+,3,j0074520 cgen048p eiss 10 segment max datasets has 04 ts
52879,1+,3,j0074520 cgen050p eiss 10 segment max datasets has 04 ts
52880,1+,3,j0074520 cgen246p 21 eiss 10 max segment datasets has 04
52881,1+,3,j0074520 cgen245p 24 eiss 10 segment max datasets has 04
52882,1+,9,swiftlnk s0093434 qwp1 swifti csqxrctl chl 46 csqx599e abnormally ended
52883,1+,9,bps qp1s s0048456 swifti csqxrctl chl cp3c csqx599e abnormally ended
52884,1+,9,connection qmsbps gw bps 69 121 qp1s s0048456 swifti csqxrctl
52885,1+,9,s0093045 connection qmsbps gw 69 121 swiftlnk qwp2 swifti csqxrctl
52886,1+,9,s0093045 connection qwp0 qwp2 00000000 manager tcp trptype terminated csqx209e
52887,10+,4,d56227ebdf4f 86287 delmwh01 s0093400 dpw1appl dpw1 batch plan luwid after
52888,1+,7,tr884413 tp884413 ba vmve reform prddedpr 84 cp2a dataset interval
52889,1+,5,j0092353 p1zosdl 23 38 sets waiting ief099i job data for
52890,1+,5,j0105187 tmz60000 cp2b 37 14 waiting ief099i sets job data
52891,1+,5,j0171107 smfmrgci cp3b 09 ief099i sets waiting job data for
52892,1+,5,j0091180 december smfmrgci 16 02 waiting ief099i sets job data
52893,1+,5,j0170033 smfmrgos cp3d 07 00 sets waiting ief099i job data
52894,1+,5,j0107270 g01s506b 52 02 ief099i sets waiting job data for
52895,10+,4,d5623790861b 87582 delswmsg s0093400 dpw1appl dpw1 batch plan luwid dsnr035i
52896,10+,4,2001 send recvq bqappqdeps0 gupp 2000 s0093003 namedqueue currentdepth depth
52897,1+,5,j0104599 p1cicsdl 02 ief099i sets waiting job data for 11
52898,1+,5,j0177532 02 rmfrptd3 cp3b 15 waiting ief099i sets job data
52899,10+,4,edgjslu3 s0048685 作业 备份 bztpjstrcs0 返回 批量 管理软件 空间 地址
52900,1+,5,j0110135 g0fsp008 43 sets waiting ief099i job data for 05
52901,1+,5,j0109632 axbkout 09 sets waiting ief099i job data for 05
52902,1+,3,j0109234 tslmvu 50 max segment datasets has 04 bancs 05
52903,1+,3,j0109234 tssafe 50 22 max segment datasets has 04 bancs
52904,1+,3,j0109234 tsspyo 26 50 max datasets segment has 04 bancs
52905,1+,3,j0109297 cgen245p 24 eiss 10 max segment datasets has 04
52906,1+,3,j0109297 cgen246p eiss 10 max segment datasets has 04 05
52907,1+,3,j0109297 cgen050p eiss 10 max segment datasets has 04 05
52908,1+,3,j0109297 cgen263p 22 eiss 10 max segment datasets has 04
52909,1+,3,j0109297 cgen048p eiss 10 max segment datasets has 04 05
52910,1+,1,169 j0109234 70 tsgect 44 part inuse partition 03 bancs
52911,10+,1,fe2585 fs14 already scratched pool02 dd1 j0109234 tapelibprodhsh volume 251
52912,1+,1,j0109234 72 252 45 tsgect part inuse partition 03 bancs
52913,1+,1,j0109234 243 71 tsgect 44 part inuse partition 03 bancs
52914,1+,1,j0109234 76 126 43 tsgect part inuse partition 03 bancs
52915,1+,1,82 j0109234 159 tsgect 44 part inuse partition 03 bancs
52916,1+,1,j0109234 98 81 43 tsgect part inuse partition 03 bancs
52917,1+,1,j0109234 73 87 43 tsgect part inuse partition 03 bancs
52918,1+,5,j0014319 dedpat31 cp3c 41 56 06 ief099i sets waiting job
52919,1+,5,j0032301 dedprs31 51 cp3c 23 08 sets waiting ief099i job
52920,1+,5,dedpie23 j0028957 cp3c 47 08 15 sets waiting ief099i job
52921,10+,4,69497 d562c20ed8a1 ns200023 dp61appl s0093401 dp61 utility plan luwid ur
52922,1+,3,j0121368 tssafe 22 15 max segment datasets has 04 bancs
52923,1+,3,j0121368 tsspyo 26 15 max datasets segment has 04 bancs
52924,1+,3,j0121368 tslmvu 15 max segment datasets has 04 bancs dba
52925,1+,1,j0121368 72 252 49 13 tsgect inuse part partition bancs
52926,1+,1,j0121368 251 81 48 13 tsgect inuse part partition bancs
52927,1+,1,j0121368 243 71 48 13 tsgect part inuse partition bancs
52928,1+,1,234 inuse j0121368 243 71 70 47 13 tsgect part
52929,1000+,4,000000013 d2018350 a0168552 e1da3c5c000 e1e76c1bfff endlrsn d5633b535 d563357e271a5a2400 dsndp01r t2113007
52930,1+,1,169 j0121368 70 47 13 tsgect inuse part partition bancs
52931,1+,1,j0121368 74 87 45 13 tsgect part inuse partition bancs
52932,1+,1,76 j0121368 126 46 13 tsgect part inuse partition bancs
52933,1+,1,82 j0121368 159 46 13 tsgect part inuse partition bancs
52934,1+,5,j0121447 na100006 ief099i sets waiting job data 04 for 21
52935,1+,3,j0121337 cgen245p 24 eiss 10 datasets segment max has 04
52936,1+,3,j0121337 cgen246p 21 eiss 10 segment max datasets has 04
52937,1+,3,j0121337 cgen048p eiss 10 segment max datasets has 04 ts
52938,1+,3,j0121337 cgen263p 22 eiss 10 segment datasets max has 04
52939,1+,3,j0121337 cgen050p eiss 10 segment max datasets has 04 ts
52940,1+,5,j0128857 g01s663b 23 10 ief099i sets waiting job data for
52941,1+,5,j0133813 g01s506b 49 31 00 ief099i waiting sets job data
52942,1+,5,j0133632 g01s023b 41 00 02 sets waiting ief099i job data
52943,1+,5,j0134402 p1zosdl 01 36 ief099i sets waiting job data for
52944,1+,5,j0174213 tmz60000 cp2b 37 30 waiting sets ief099i job data
52945,1+,5,j0134640 p1cicsdl 02 ief099i waiting sets job data 04 for
52946,1+,7,zn236201 tr876201 dfb invm a5 reform prddedpr 03 dataset cp2a
52947,1+,5,j0139337 g01ul133 03 46 waiting ief099i sets job data for
52948,1+,5,j0135009 sa060000 24 10 sets waiting ief099i job data 03
52949,1+,7,d9 zapiss0g vp11674 sys1 vtoc 76 dataset ios080i exceeded interval
52950,1+,7,e2 zapiss0b 78 exceeded ios080i interval an request been timeout
52951,1+,1,j0152828 398 85 tsinct 58 08 inuse part partition bancs
52952,1+,1,348 j0152828 86 tsinct 58 part inuse partition 04 bancs
52953,1+,1,j0152828 343 87 tsinct 58 part inuse partition 03 bancs
52954,1+,1,j0152828 328 86 tsinct 58 part inuse partition 00 bancs
52955,1+,1,j0152828 333 86 tsinct 58 inuse part partition bancs 05
52956,1+,1,89 j0152828 123 tsinct 57 42 inuse part partition bancs
52957,1+,1,110 inuse 89 j0152828 74 41 123 tsinct 57 part
52958,1+,1,j0152828 72 252 37 57 tsgect part inuse partition bancs
52959,1+,1,j0152828 243 71 35 57 tsgect inuse part partition bancs
52960,1+,1,234 j0152828 70 35 57 tsgect part inuse partition bancs
52961,1+,1,j0152828 251 81 36 57 tsgect inuse part partition bancs
52962,1+,1,169 j0152828 70 57 34 tsgect inuse part partition bancs
52963,1+,1,supported gen j0152828 98 81 31 57 tsgect part inuse
52964,1+,1,76 j0152828 126 57 tsgect inuse part partition bancs 05
52965,1+,1,82 j0152828 159 33 57 tsgect part inuse partition bancs
52966,1+,1,j0152828 74 87 57 30 tsgect inuse part partition bancs
52967,10+,4,s0093011 dp71 gbp32k1 dsnb319a dsnb1cne there shortage space pool in
52968,1+,5,j0154015 axbkout 15 ief099i sets waiting job data for 05
52969,1+,3,j0152907 cgen245p 24 eiss datasets segment max has 04 05
52970,1+,3,j0152907 cgen050p eiss datasets segment max has 04 05 sysjob
52971,1+,3,j0152907 cgen246p eiss datasets segment max has 04 05 ts
52972,1+,3,j0152907 datasets max cgen048p sysjob 32 eiss segment has 04
52973,1+,3,j0152907 cgen263p 22 eiss segment max datasets has 04 05
52974,1+,5,j0128377 dedphu31 cp3d 35 06 44 ief099i waiting sets job
52975,10+,4,51335 队列 关注 变化 bglhashb 加强 20000 深度 bqbancbgls0 qp31
52976,10+,4,51335 bglhashb 20000 currentdepth depth current queue qp41 bqbancbgls0 关注
52977,1+,7,sys0 exts extents parmlib bsoextpdss0 mlib set cp2c s0007542 27
52978,10+,4,tf006302 na 32951 d5640c294033 dp31appl s0093013 dp31 batch plan luwid
52979,1+,3,j0019393 tsspyo 26 15 datasets segment max has bancs dba
52980,1+,3,j0019393 tssafe 22 15 segment max datasets has bancs ts
52981,1+,3,j0019393 tslmvu 20 15 segment datasets max has bancs dba
52982,1+,1,j0019393 338 21 86 tsinct 14 part inuse partition bancs
52983,1+,1,343 j0019393 87 21 tsinct 14 part inuse partition bancs
52984,1+,1,j0019393 398 85 23 tsinct 14 part inuse partition bancs
52985,1+,1,348 j0019393 86 tsinct 22 14 part inuse partition bancs
52986,100+,4,ni nbancs shrlevel replace operation sendq1 ntier tier qmenp receive
52987,100+,4,sendq1 replace ntier nbancs qmenp pubdd receive operation none ni
52988,1+,1,83 j0019393 159 tsgect 14 part inuse partition bancs big
52989,1+,1,76 j0019393 126 tsgect 14 part inuse partition bancs sysjob
52990,1+,1,j0019393 243 71 tsgect 14 part inuse partition bancs ts
52991,1+,1,j0019393 251 81 tsgect 14 part inuse partition bancs sysjob
52992,1+,1,234 j0019393 70 tsgect 14 inuse part partition bancs big
52993,1+,1,73 inuse j0019393 252 sysjob 13 tsgect 14 part partition
52994,1+,1,89 j0019393 123 tsinct 15 14 part inuse partition bancs
52995,1+,1,j0019393 98 81 tsgect 14 10 part inuse partition bancs
52996,1+,1,j0019393 74 87 tsgect 14 10 part inuse partition bancs
52997,1+,5,j0019459 na100006 08 ief099i sets waiting job data for 21
52998,1+,3,j0019346 cgen263p 22 eiss segment max datasets has 04 big
52999,1+,3,j0019346 cgen048p eiss segment max datasets has 04 dba big
53000,1+,3,j0019346 cgen050p eiss segment max datasets has 04 dba big
53001,1+,3,j0019346 cgen246p 21 eiss datasets segment max has 04 ts
53002,1+,3,j0019346 cgen245p 24 eiss segment max datasets has 04 ts
53003,10+,4,127779 d56494ea90cb ei604401 dp31appl s0093013 dp31 batch plan luwid checkpoints
53004,10+,4,127779 d56494ea90cb ei604401 dp31appl s0093013 dp31 batch plan luwid checkpoints
53005,1+,5,j0043240 tmz60000 cp2a 38 58 waiting sets ief099i job data
53006,1+,5,j0032175 p1zosdl 39 27 ief099i sets waiting job data for
53007,1+,5,j0197418 smfmrgci cp3b waiting ief099i sets job data 03 for
53008,1+,5,j0031851 smfmrgci ief099i sets waiting job data 03 for 05
53009,1+,5,j0032534 p1cicsdl 33 02 waiting ief099i sets job data for
53010,1+,7,c404144b a4411 a4 ba etqd2041 et prdc64r lveq dataset cp2b
53011,1+,5,j0003565 02 rmfrptd3 cp3b 15 sets waiting ief099i job data
53012,10+,5,fe2997 j0037758 fs13 scratched already pool02 dd1 tapelibprodhsh volume g01s506b
53013,1+,5,j0020376 dedpdes5 36 cp3d 31 ief099i waiting sets job data
53014,1+,5,j0020368 dedpg1u4 cp3d 31 ief099i waiting sets job data 04
53015,10+,4,structure in d3c53696 bcc2c2 f18b86e4 logrecstructure above usage threshold monitoring
53016,1+,7,zs010025 unloim25 cba ac prddedpr dataset ios080i exceeded interval an
53017,1+,4,85 sgimgdp bsstrgrups1 enabled sg full current 51 s0093383 50
53018,1+,7,bkcuss12 e53e fe interval ios080i exceeded an request been cp2c
53019,1+,5,j0053802 axbkout 18 sets waiting ief099i job data for 05
53020,1+,1,j0053176 343 87 tsinct 55 07 inuse part partition bancs
53021,1+,1,j0053176 348 86 tsinct 56 07 inuse part partition bancs
53022,1+,1,j0053176 338 86 54 tsinct 07 inuse part partition bancs
53023,1+,1,j0053176 333 53 86 tsinct 07 part inuse partition bancs
53024,1+,1,j0053176 328 52 86 tsinct 07 part inuse partition bancs
53025,1+,1,j0053176 89 123 tsinct 37 07 part inuse partition bancs
53026,1+,3,j0053226 cgen245p 24 eiss datasets segment max has 04 05
53027,1+,3,j0053226 cgen263p 22 eiss datasets segment max has 04 05
53028,1+,3,j0053226 cgen048p eiss segment datasets max has 04 05 dba
53029,1+,3,j0053226 cgen050p eiss segment datasets max has 04 05 dba
53030,1+,3,j0053226 max datasets sysjob cgen246p 32 eiss segment has 04
53031,10+,4,22347 队列 bglhashb 20000 关注 加强 变化 bqbancbgls0 深度 qp31
53032,1+,5,j0055992 a01s804b 27 30 07 ief099i sets waiting job data
53033,1+,7,extents sys0 parmlib bsoextpdss0 exts mlib set cp2c s0007542 26
53034,10+,4,d56548986150 56278 dp41appl ns200023 s0093536 dp41 utility plan luwid dsnr035i
53035,1+,5,cxc2cvt j0081548 41 38 14 sets waiting ief099i job data
53036,10+,4,出现异常 cst netcool 主机 监控 18 01 21 2018 20
53037,1+,5,j0116576 22 g01s663b 40 ief099i sets waiting job data for
53038,1+,5,j0130665 p1zosdl 41 24 sets waiting ief099i job data for
53039,1+,5,j0112751 tmz60000 cp2a 42 ief099i sets waiting job data for
53040,1+,4,gbp3 s0093536 dp41 dsnb319a dsnb1cne shortage there space pool buffer
53041,100+,4,0702 ios002a paths available no 33 19 01 j0071141 j0069928
53042,1+,5,j0129978 g01sagoc 31 15 waiting sets ief099i job data for
53043,1+,5,j0110982 smfmrgci cp3b 02 sets ief099i waiting job data for
53044,1+,5,j0129950 smfmrgci ief099i sets waiting job data 03 for 05
53045,1+,4,s0093536 dp41 gbp32k1 dsnb319a dsnb1cne shortage there space pool in
53046,1+,5,j0143699 c4card00 cp2c 38 57 02 sets ief099i waiting job
53047,1+,5,j0142981 g01s506b 22 44 02 sets waiting ief099i job data
53048,1+,5,j0116550 rmfrptd3 cp3b 15 06 02 waiting ief099i sets job
53049,1+,5,j0141635 p1cicsdl 17 13 02 sets waiting ief099i job data
53050,1+,7,ac8 a6101 c4042611 etqd2042 et 78 prdc64r lveq dataset cp2b
53051,1+,4,s0093536 dp41 gbp32k1 dsnb319a dsnb1cne there shortage space pool in
53052,1+,5,j0148577 a01s804b 22 ief099i sets waiting job data for 05
53053,1+,5,j0148408 axbkout 24 sets waiting ief099i job data for 05
53054,1+,3,j0147859 tslmvu 55 07 max segment datasets has bancs 05
53055,1+,3,j0147859 tsspyo 28 55 07 segment max datasets has bancs
53056,10+,1,fk0343 fs6 scratched already pool02 j0147859 dd1 tapelibprodhsh 343 volume
53057,1+,1,j0147859 348 86 tsinct 06 part inuse partition bancs 05
53058,1+,1,j0147859 338 86 tsinct 06 part inuse partition bancs 05
53059,1+,1,j0147859 333 86 tsinct 19 06 part inuse partition bancs
53060,1+,1,j0147859 343 87 tsinct 06 part inuse partition bancs 05
53061,1+,1,j0147859 398 85 tsinct 24 06 part inuse partition bancs
53062,1+,1,j0147859 328 86 tsinct 18 06 part inuse partition bancs
53063,1+,1,j0147859 89 05 123 tsinct 06 part inuse partition bancs
53064,1+,3,j0148114 cgen048p eiss 10 segment max datasets has 04 05
53065,1+,3,j0148114 cgen263p 22 eiss 10 segment max datasets has 04
53066,1+,3,j0148114 cgen050p eiss 10 segment max datasets has 04 05
53067,1+,3,j0148114 cgen246p eiss 10 datasets segment max has 04 05
53068,1+,3,j0148114 cgen245p 24 eiss 10 segment max datasets has 04
53069,1+,5,j0149622 g01s260b 30 15 07 ief099i sets waiting job data
53070,1+,5,j0149618 g01s192b 30 08 07 waiting ief099i sets job data
53071,10+,4,imaall1 s0007541 返回 备份 批量 管理软件 bztpjstrcs0 作业 地址 空间
53072,1+,7,extents exts parmlib bsoextpdss0 sys0 mlib set cp2c s0007542 29
53073,10+,4,27 09 s0093532 cip1mm41 cip1kt42 created text context hs notify
53074,10+,4,structure in 23 d3c53696 logrecstructure f18b86e4 bcc2c2 above usage threshold
53075,10+,4,id dp61work xref s0103662 d5667b08719 a001 d70027 dsn32k20 dsndbd extend
53076,10+,4,cip1kt32 text cplexbbs context hs event sammax 58 maxtask at
53077,1+,5,j0177858 sortsum2 15 14 ief099i sets waiting job data for
53078,1+,3,j0003984 tslmvu 21 27 15 datasets segment max has bancs
53079,1+,3,j0003984 tsspyo 27 28 15 datasets segment max has bancs
53080,1+,3,j0003984 tsgpis 27 15 datasets segment max has bancs dba
53081,1+,1,j0003984 398 85 tsinct 14 part inuse partition bancs big
53082,1+,1,j0003984 328 86 tsinct 17 14 part inuse partition bancs
53083,1+,1,86 j0003984 inuse 333 338 tsinct 17 14 part partition
53084,1+,1,j0003984 338 86 tsinct 18 14 part inuse partition bancs
53085,1+,1,j0003984 348 86 tsinct 19 14 part inuse partition bancs
53086,1+,1,j0003984 343 87 tsinct 18 14 inuse part partition bancs
53087,1+,1,j0003984 89 123 tsinct 08 14 part inuse partition bancs
53088,1+,5,j0004082 na100006 41 ief099i waiting sets job data for 21
53089,1+,3,j0003935 cgen050p eiss segment max datasets has 04 ts big
53090,1+,3,j0003935 cgen263p 22 eiss segment max datasets has 04 ts
53091,1+,3,j0003935 cgen048p eiss segment max datasets has 04 ts big
53092,1+,3,j0003935 cgen245p 24 eiss segment max datasets has 04 dba
53093,1+,3,j0003935 cgen246p 21 eiss segment max datasets has 04 big
53094,1+,5,j0004711 g01s663b 16 22 17 sets waiting ief099i job data
53095,1+,5,j0016503 sa040000 34 44 00 ief099i sets waiting job data
53096,10+,4,bkinvma s0007541 00 作业 bztpjstrcs0 返回 备份 批量 管理软件 空间
53097,1+,5,j0021689 p1zosdl 41 17 ief099i waiting sets job data for
53098,1+,5,j0181699 tmz60000 cp2a 33 44 sets waiting ief099i job data
53099,1+,5,j0020730 smfmrgci ief099i sets waiting job data 03 for 05
53100,1+,5,j0024153 smfmrgci cp3b 02 sets ief099i waiting job data for
53101,10+,4,previous the d56749fd4347000000 s0092567 gbp2 curre dp1c dec exist dsnb356i
53102,1+,5,j0033763 p1cicsdl 23 02 ief099i sets waiting job data for
53103,1+,5,j0029984 02 rmfrptd3 cp3b 15 waiting sets ief099i job data
53104,1+,7,b6 tr882105 tp882105 ee vmve reform prddedpr dataset ios080i exceeded
53105,1+,5,j0026014 pools g01s506b buffer 42 02 sets waiting ief099i job
53106,10+,4,edgjslu3 s0048685 作业 返回 bztpjstrcs0 批量 管理软件 备份 地址 空间
53107,1+,5,j0013378 c4card01 cp2a 29 31 ief099i sets waiting job data
53108,10+,4,p1cics bzcicsjobs0 condcode abend code all jobname or s0092559 17
53109,1+,7,vp11600 zapiss0c d5 68 sys1 vtoc dataset exceeded interval ios080i
53110,1+,7,zapiss0e vp11609 de sys1 vtoc dataset interval ios080i exceeded an
53111,1+,7,f01 outborx zr266100 zl266100 bbcq b1 76 prdc64r cp2a dataset
53112,1+,5,j0039646 axbkout 18 22 ief099i sets waiting job data for
53113,1+,3,j0038962 tsgpis 05 40 max datasets segment has bancs sysjob
53114,1+,3,j0038962 05 tsspyo 28 40 datasets segment max has bancs
53115,1+,3,j0038962 05 tslmvu 40 max datasets segment has bancs dba
53116,1+,1,j0038962 398 85 35 tsinct inuse part partition 04 bancs
53117,1+,1,j0038962 343 87 tsinct 34 part inuse partition 04 bancs
53118,1+,1,j0038962 348 86 tsinct 34 part inuse partition 04 bancs
53119,1+,1,j0038962 328 86 tsinct 33 part inuse partition 04 bancs
53120,1+,1,j0038962 338 86 tsinct 33 part inuse partition 04 bancs
53121,1+,1,j0038962 333 86 tsinct 33 part inuse partition 04 bancs
53122,1+,1,j0038962 89 123 27 tsinct part inuse partition 04 bancs
53123,1+,3,j0039036 cgen263p 22 eiss datasets segment max has 04 05
53124,1+,3,j0039036 cgen048p eiss datasets segment max has 04 05 dba
53125,1+,3,j0039036 cgen246p eiss datasets segment max has 04 05 dba
53126,1+,3,j0039036 cgen245p 24 eiss datasets segment max has 04 05
53127,1+,3,j0039036 cgen050p eiss datasets segment max has 04 05 dba
53128,1+,5,j0040958 g02s138d 46 50 07 waiting ief099i sets job data
53129,10+,4,62520 tracksallocated bsopssizes0 p1 sysbak rexx temp1 55000 rpt size
53130,10+,4,28264 bqbancbgls0 bglhashb 20000 关注 加强 变化 深度 队列 qp31
53131,1+,5,dedpao23 j0082288 cp3c 31 16 08 sets waiting ief099i job
53132,1+,7,extents sys0 parmlib bsoextpdss0 exts mlib set cp2c s0007542 26
53133,10+,4,09 24 cip1mm31 cip1kt32 s0093009 10 created sammax text context
53134,10+,4,52 55 cip1kt32 cip1mm31 s0093009 text context cplexbbs event eyupn0005w
53135,10+,4,cip1kt12 targetname bcmaxtasks0 000000 并发 交易 90 maxtask cics 85
53136,10+,4,cn good healthy streamsjob not error 00 j0071251 j0069928 j0070069
53137,10+,4,cn good healthy streamsjob not error 00 j0071251 j0069928 j0070069
53138,1+,5,j0087371 sel1109a 16 ief099i sets waiting job data for 01
53139,1+,5,j0085988 sel1109a 16 ief099i sets waiting job data for 11
53140,1+,3,j0108548 tsgpis 18 15 datasets segment max has bancs ts
53141,1+,3,j0108548 tslmvu 21 18 15 datasets segment max has bancs
53142,1+,3,j0108548 tsspyo 18 28 15 datasets segment max has bancs
53143,1+,1,j0108548 398 85 tsinct 14 inuse part partition bancs big
