,id,summary,risk,category
1664,52225,03.06.56 S0092187  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.4.115/32 System:CP1A (RouteStatus <> ACTIVE),1+,4
1665,52226,03.06.56 S0092187  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.4.35/32 System:CP1C (RouteStatus <> ACTIVE) DestinationIPAddr:11.3.4.115/32 System:CP1C (RouteStatus <> ACTIVE),1+,4
1666,52227,03.06.56 S0092187  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.4.114/32 System:CP1C (RouteStatus <> ACTIVE) DestinationIPAddr:11.3.4.81/32 System:CP1C (RouteStatus <> ACTIVE),1+,4
1667,52228,03.06.56 S0092187  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.4.114/32 System:CP1C (RouteStatus <> ACTIVE),1+,4
1668,52229,03.06.56 S0092187  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.4.35/32 System:CP1A (RouteStatus <> ACTIVE),1+,4
1669,52230,03.06.56 S0092187  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.4.33/32 System:CP1A (RouteStatus <> ACTIVE),1+,4
1670,52231,03.06.56 S0092187  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.4.114/32 System:CP1A (RouteStatus <> ACTIVE),1+,4
1671,52232,03.06.56 S0092187  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.4.113/32 System:CP1E (RouteStatus <> ACTIVE),1+,4
1672,52233,03.06.56 S0092187  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.4.115/32 System:CP1C (RouteStatus <> ACTIVE) DestinationIPAddr:11.3.4.114/32 System:CP1C (RouteStatus <> ACTIVE),1+,4
1673,52234,03.06.56 S0092187  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.4.34/32 System:CP1A (RouteStatus <> ACTIVE),1+,4
1674,52235,03.06.56 S0092187  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.4.97/32 System:CP1E (RouteStatus <> ACTIVE),1+,4
1675,52236,03.06.56 S0092187  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.4.113/32 System:CP1E (RouteStatus <> ACTIVE) DestinationIPAddr:11.3.4.113/32 System:CP1E (RouteStatus <> ACTIVE),1+,4
1677,52238,03.06.06 CP2B S0007540  BNEEPUACTS0 SEV=CRI TCPIP PUName:EEC2AC1B System:CP2A Remote IP:11.3.2.2         (State <> ACTIVE) (Persisting),1+,4
1678,52239,03.05.55 CP3A S0048551  BNEEPUACTS0 SEV=CRI TCPIP PUName:EECP3C1B System:CP3C Remote IP:11.3.2.2         (State <> ACTIVE) (Persisting),1+,4
1680,52241,03.05.06 CP2B S0007540  BNEEPUACTS0 SEV=CRI TCPIP PUName:EEC2BC1B System:CP2B Remote IP:11.3.2.2         (State <> ACTIVE) (Persisting),1+,4
1681,52242,03.05.06 CP2B S0007540  BNEEPUACTS0 SEV=CRI TCPIP PUName:EEC2AC1B System:CP2A Remote IP:11.3.2.2         (State <> ACTIVE) (Persisting),1+,4
1683,52244,03.04.55 CP3A S0048551  BNEEPUACTS0 SEV=CRI TCPIP PUName:EECP3C1B System:CP3C Remote IP:11.3.2.2         (State <> ACTIVE) (Persisting),1+,4
1684,52245,03.04.55 S0092187  BNEEPUACTS0 SEV=CRI TCPIP PUName:EEC1EC1B System:CP1E Remote IP:11.3.2.2         (State <> ACTIVE) (Persisting),1+,4
1685,52246,03.04.55 S0092187  BNEEPUACTS0 SEV=CRI TCPIP PUName:EEC1CC1B System:CP1C Remote IP:11.3.2.2         (State <> ACTIVE) (Persisting),1+,4
1686,52247,03.04.55 S0092187  BNEEPUACTS0 SEV=CRI TCPIP PUName:VN00009A System:CP1C Remote IP:11.3.2.6         (State <> ACTIVE) (Persisting),1+,4
1687,52248,03.04.55 S0092187  BNEEPUACTS0 SEV=CRI TCPIP PUName:VN00002D System:CP1E Remote IP:11.3.2.6         (State <> ACTIVE) (Persisting),1+,4
1688,52249,03.04.55 S0092187  BNEEPUACTS0 SEV=CRI TCPIP PUName:EEC1AC1B System:CP1A Remote IP:11.3.2.2         (State <> ACTIVE) (Persisting),1+,4
1689,52250,03.04.55 S0092187  BNEEPUACTS0 SEV=CRI TCPIP PUName:EEC1AC1F System:CP1A Remote IP:11.3.2.6         (State <> ACTIVE) (Persisting),1+,4
1691,52252,03.04.07 CP2B S0007540  BNEEPUACTS0 SEV=CRI TCPIP PUName:EEC2BC1B System:CP2B Remote IP:11.3.2.2         (State <> ACTIVE) (Persisting),1+,4
1692,52253,03.04.07 CP2B S0007540  BNEEPUACTS0 SEV=CRI TCPIP PUName:EEC2AC1B System:CP2A Remote IP:11.3.2.2         (State <> ACTIVE) (Persisting),1+,4
1693,52254,03.03.56 CP3A S0048551  BNEEPUACTS0 SEV=CRI TCPIP PUName:EECP3C1B System:CP3A Remote IP:11.3.2.2         (State <> ACTIVE) (Persisting),1+,4
1694,52255,03.03.56 CP3A S0048551  BNEEPUACTS0 SEV=CRI TCPIP PUName:EECP3C1B System:CP3C Remote IP:11.3.2.2         (State <> ACTIVE) (Persisting),1+,4
1695,52256,03.03.07 CP2B S0007540  BNEEPUACTS0 SEV=CRI TCPIP PUName:EEC2BC1B System:CP2B Remote IP:11.3.2.2         (State <> ACTIVE) (Persisting),1+,4
1696,52257,03.03.07 CP2B S0007540  BNEEPUACTS0 SEV=CRI TCPIP PUName:EEC2AC1B System:CP2A Remote IP:11.3.2.2         (State <> ACTIVE) (Persisting),1+,4
1328,51889,02.30.24 CP1F S0092108  +CSQX599E !QPY1 CSQXRESP Channel QR.CHN1.QM55.TO.QPY1 ended abnormally,1+,9
1329,51890,02.30.24 CP1F S0092108  +CSQX599E !QPY1 CSQXRESP Channel QR.CHL1.QM55.TO.QPY1 ended abnormally,1+,9
1017,51578,01.50.31 CP2A J0020929 *IEF099I JOB TMZ60000 WAITING FOR DATA SETS,1+,8
1701,52262,05.10.12 J0111576  +DBA:BANCS BIG SEGMENT TS FOUND!TSSPYO HAS 25 DATASETS(MAX 32) SYSJOB,1+,0
1702,52263,05.10.12 J0111576  +DBA:BANCS BIG SEGMENT TS FOUND!TSSAFE HAS 22 DATASETS(MAX 32) SYSJOB,1+,0
1703,52264,05.10.12 J0111576  +DBA:BANCS BIG SEGMENT TS FOUND!TSLMVU HAS 20 DATASETS(MAX 32) SYSJOB,1+,0
891,51452,21.13.41 CP1F J0079683  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 251 80.7% INUSE SYSJOB,1+,7
892,51453,21.13.41 CP1F J0079683  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 243 70.6% INUSE SYSJOB,1+,7
893,51454,21.13.40 CP1F J0079683  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 98 79.6% INUSE SYSJOB,1+,7
894,51455,21.13.40 CP1F J0079683  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 87 71.7% INUSE SYSJOB,1+,7
1202,51763,01.06.28 CP1F J0092369 *IEF099I JOB G01SAGOC WAITING FOR DATA SETS,1+,8
1704,52265,05.08.01 J0111576  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 126 74.8% INUSE SYSJOB,1+,7
1705,52266,05.08.02 J0111576  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 243 70.6% INUSE SYSJOB,1+,7
1706,52267,05.08.03 J0111576  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 251 80.7% INUSE SYSJOB,1+,7
1712,52273,05.04.16 J0111667  +DBA:EISS BIG SEGMENT TS FOUND!CGEN050P HAS 20 DATASETS(MAX 32) SYSJOB,1+,0
1713,52274,05.04.16 J0111667  +DBA:EISS BIG SEGMENT TS FOUND!CGEN246P HAS 21 DATASETS(MAX 32) SYSJOB DATASETS(MAX 32) SYSJOB,1+,0
1714,52275,05.04.16 J0111667  +DBA:EISS BIG SEGMENT TS FOUND!CGEN245P HAS 24 DATASETS(MAX 32) SYSJOB,1+,0
1715,52276,05.04.16 J0111667  +DBA:EISS BIG SEGMENT TS FOUND!CGEN263P HAS 22 DATASETS(MAX 32) SYSJOB,1+,0
1716,52277,05.04.15 J0111667  +DBA:EISS BIG SEGMENT TS FOUND!CGEN048P HAS 20 DATASETS(MAX 32) SYSJOB,1+,0
1348,51909,02.15.00 CP1D J0093047 *IEF099I JOB RMFRPTD3 WAITING FOR DATA SETS,1+,8
1330,51891,02.30.21 CP1D S0092109  +CSQX599E !QPY2 CSQXRESP Channel QR.CHL1.QM93.TO.QPY2 ended abnormally,1+,9
1725,52286,21.14.57 J0125827  +DBA:BANCS BIG SEGMENT TS FOUND!TSSPYO HAS 25 DATASETS(MAX 32) SYSJOB,1+,0
1726,52287,21.14.57 J0125827  +DBA:BANCS BIG SEGMENT TS FOUND!TSSAFE HAS 22 DATASETS(MAX 32) SYSJOB,1+,0
1727,52288,21.14.57 J0125827  +DBA:BANCS BIG SEGMENT TS FOUND!TSLMVU HAS 20 DATASETS(MAX 32) SYSJOB,1+,0
1707,52268,05.08.01 J0111576  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 159 77.7% INUSE SYSJOB,1+,7
1709,52270,05.08.03 J0111576  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 252 71.6% INUSE SYSJOB,1+,7
1710,52271,05.07.59 J0111576  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 87 71.7% INUSE SYSJOB,1+,7
1711,52272,05.08.00 J0111576  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 98 79.7% INUSE SYSJOB,1+,7
1728,52289,21.13.44 J0125827  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 251 80.7% INUSE SYSJOB,1+,7
1729,52290,21.13.45 J0125827  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 252 71.6% INUSE SYSJOB,1+,7
1730,52291,21.13.44 J0125827  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 159 78.1% INUSE SYSJOB,1+,7
1349,51910,02.15.06 CP3A J0184841 *IEF099I JOB RMFRPTD3 WAITING FOR DATA SETS,1+,8
1736,52297,21.04.10 J0125791  +DBA:EISS BIG SEGMENT TS FOUND!CGEN048P HAS 20 DATASETS(MAX 32) SYSJOB,1+,0
1737,52298,21.04.10 J0125791  +DBA:EISS BIG SEGMENT TS FOUND!CGEN263P HAS 22 DATASETS(MAX 32) SYSJOB,1+,0
1738,52299,21.04.10 J0125791  +DBA:EISS BIG SEGMENT TS FOUND!CGEN050P HAS 20 DATASETS(MAX 32) SYSJOB,1+,0
1739,52300,21.04.10 J0125791  +DBA:EISS BIG SEGMENT TS FOUND!CGEN245P HAS 24 DATASETS(MAX 32) SYSJOB,1+,0
1740,52301,21.04.10 J0125791  +DBA:EISS BIG SEGMENT TS FOUND!CGEN246P HAS 21 DATASETS(MAX 32) SYSJOB,1+,0
1438,51999,03.27.10 J0093758 *IEF099I JOB SA060000 WAITING FOR DATA SETS,1+,8
1331,51892,02.30.21 CP1D S0092109  +CSQX599E !QPY2 CSQXRESP Channel QR.CHL1.QM55.TO.QPY2 ended abnormally,1+,9
1700,52261,05.36.52 J0114042 *IEF099I JOB A01S766B WAITING FOR DATA SETS,1+,8
1708,52269,05.08.01 J0111727 *IEF099I JOB AXBKOUT  WAITING FOR DATA SETS,1+,8
1717,52278,06.58.12 J0115777 *IEF099I JOB G00S077B WAITING FOR DATA SETS,1+,8
1735,52296,21.11.31 J0125903 *IEF099I JOB NA100006 WAITING FOR DATA SETS,1+,8
1742,52303,23.56.16 J0137894 *IEF099I JOB G01S663B WAITING FOR DATA SETS,1+,8
1744,52305,00.34.47 J0138211 *IEF099I JOB SA060000 WAITING FOR DATA SETS,1+,8
1745,52306,01.34.23 J0143942 *IEF099I JOB P1ZOSDL  WAITING FOR DATA SETS,1+,8
1746,52307,01.28.40 CP2B J0090222 *IEF099I JOB TMZ60000 WAITING FOR DATA SETS,1+,8
1748,52309,01.05.02 CP3B J0091284 *IEF099I JOB SMFMRGCI WAITING FOR DATA SETS,1+,8
1757,52318,05.06.05 J0160821  +DBA:BANCS BIG SEGMENT TS FOUND!TSSPYO HAS 25 DATASETS(MAX 32) SYSJOB,1+,0
1758,52319,05.06.05 J0160821  +DBA:BANCS BIG SEGMENT TS FOUND!TSSAFE HAS 22 DATASETS(MAX 32) SYSJOB,1+,0
1759,52320,05.06.05 J0160821  +DBA:BANCS BIG SEGMENT TS FOUND!TSLMVU HAS 20 DATASETS(MAX 32) SYSJOB,1+,0
1731,52292,21.13.43 J0125827  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 126 74.8% INUSE SYSJOB,1+,7
1732,52293,21.13.43 J0125827  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 98 79.7% INUSE SYSJOB,1+,7
1733,52294,21.13.44 J0125827  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 243 70.6% INUSE SYSJOB,1+,7
1734,52295,21.13.42 J0125827  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 87 71.8% INUSE SYSJOB,1+,7
1760,52321,05.04.49 J0160821  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 87 71.8% INUSE SYSJOB,1+,7
1762,52323,05.04.50 J0160821  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 126 74.8% INUSE SYSJOB,1+,7
1766,52327,05.04.10 J0160922  +DBA:EISS BIG SEGMENT TS FOUND!CGEN245P HAS 24 DATASETS(MAX 32) SYSJOB,1+,0
1767,52328,05.04.10 J0160922  +DBA:EISS BIG SEGMENT TS FOUND!CGEN050P HAS 20 DATASETS(MAX 32) SYSJOB,1+,0
1768,52329,05.04.10 J0160922  +DBA:EISS BIG SEGMENT TS FOUND!CGEN246P HAS 21 DATASETS(MAX 32) SYSJOB,1+,0
1769,52330,05.04.10 J0160922  +DBA:EISS BIG SEGMENT TS FOUND!CGEN263P HAS 22 DATASETS(MAX 32) SYSJOB,1+,0
1770,52331,05.04.10 J0160922  +DBA:EISS BIG SEGMENT TS FOUND!CGEN048P HAS 20 DATASETS(MAX 32) SYSJOB,1+,0
1749,52310,02.53.42 CP2C J0121317 *IEF099I JOB C4CARD00 WAITING FOR DATA SETS,1+,8
1750,52311,02.15.01 CP3B J0099354 *IEF099I JOB RMFRPTD3 WAITING FOR DATA SETS,1+,8
1754,52315,05.50.35 J0161830 *IEF099I JOB G01S015B WAITING FOR DATA SETS,1+,8
1776,52337,21.14.49 J0036101  +DBA:BANCS BIG SEGMENT TS FOUND!TSLMVU HAS 20 DATASETS(MAX 32) SYSJOB,1+,0
1777,52338,21.14.49 J0036101  +DBA:BANCS BIG SEGMENT TS FOUND!TSSPYO HAS 25 DATASETS(MAX 32) SYSJOB,1+,0
1778,52339,21.14.49 J0036101  +DBA:BANCS BIG SEGMENT TS FOUND!TSSAFE HAS 22 DATASETS(MAX 32) SYSJOB,1+,0
1763,52324,05.04.51 J0160821  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 251 80.7% INUSE SYSJOB,1+,7
1764,52325,05.04.50 J0160821  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 243 70.6% INUSE SYSJOB,1+,7
1765,52326,05.04.50 J0160821  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 159 78.1% INUSE SYSJOB,1+,7
1779,52340,21.13.33 J0036101  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 252 71.9% INUSE SYSJOB,1+,7
1780,52341,21.13.32 J0036101  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 159 78.9% INUSE SYSJOB,1+,7
1781,52342,21.13.33 J0036101  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 251 80.8% INUSE SYSJOB,1+,7
1782,52343,21.13.32 J0036101  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 243 70.7% INUSE SYSJOB,1+,7
1755,52316,05.34.28 J0161454 *IEF099I JOB G0FSP008 WAITING FOR DATA SETS,1+,8
1787,52348,21.04.11 J0036046  +DBA:EISS BIG SEGMENT TS FOUND!CGEN263P HAS 22 DATASETS(MAX 32) SYSJOB,1+,0
1788,52349,21.04.11 J0036046  +DBA:EISS BIG SEGMENT TS FOUND!CGEN245P HAS 24 DATASETS(MAX 32) SYSJOB,1+,0
1789,52350,21.04.11 J0036046  +DBA:EISS BIG SEGMENT TS FOUND!CGEN050P HAS 20 DATASETS(MAX 32) SYSJOB,1+,0
1790,52351,21.04.11 J0036046  +DBA:EISS BIG SEGMENT TS FOUND!CGEN048P HAS 20 DATASETS(MAX 32) SYSJOB,1+,0
1791,52352,21.04.11 J0036046  +DBA:EISS BIG SEGMENT TS FOUND!CGEN246P HAS 21 DATASETS(MAX 32) SYSJOB,1+,0
1756,52317,05.09.31 J0161013 *IEF099I JOB AXBKOUT  WAITING FOR DATA SETS,1+,8
1771,52332,06.48.01 CP3D J0136861 *IEF099I JOB DEDPIT31 WAITING FOR DATA SETS,1+,8
1350,51911,02.11.17 CP1D S0178013  +CSQX599E !QWP1 CSQXRCTL Channel QWP1.TO.QWP2 ended abnormally,1+,9
1772,52333,06.08.22 J0161959 *IEF099I JOB G01S501A WAITING FOR DATA SETS,1+,8
1775,52336,21.18.38 J0036234 *IEF099I JOB NMFLAGRP WAITING FOR DATA SETS,1+,8
1786,52347,21.11.35 J0036172 *IEF099I JOB NA100006 WAITING FOR DATA SETS,1+,8
1793,52354,23.28.02 J0047220 *IEF099I JOB G01S663B WAITING FOR DATA SETS,1+,8
1794,52355,00.34.32 J0048591 *IEF099I JOB SA060000 WAITING FOR DATA SETS,1+,8
1797,52358,01.41.05 J0053836 *IEF099I JOB P1ZOSDL  WAITING FOR DATA SETS,1+,8
1798,52359,01.21.19 CP2C J0159156 *IEF099I JOB TMZ60000 WAITING FOR DATA SETS,1+,8
1799,52360,01.05.04 CP3B J0004145 *IEF099I JOB SMFMRGCI WAITING FOR DATA SETS,1+,8
1800,52361,01.05.04 J0052811 *IEF099I JOB SMFMRGCI WAITING FOR DATA SETS,1+,8
1801,52362,02.23.28 J0065874 *IEF099I JOB P1CICSDL WAITING FOR DATA SETS,1+,8
1809,52370,05.06.46 J0070863  +DBA:BANCS BIG SEGMENT TS FOUND!TSSPYO HAS 25 DATASETS(MAX 32) SYSJOB,1+,0
1783,52344,21.13.30 J0036101  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 87 72.3% INUSE SYSJOB,1+,7
1784,52345,21.13.31 J0036101  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 126 75.0% INUSE SYSJOB,1+,7
1785,52346,21.13.31 J0036101  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 98 80.0% INUSE SYSJOB 126 75.0% INUSE,1+,7
1810,52371,05.05.07 J0070863  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 98 80.0% INUSE SYSJOB,1+,7
1814,52375,05.04.12 J0070923  +DBA:EISS BIG SEGMENT TS FOUND!CGEN245P HAS 24 DATASETS(MAX 32) SYSJOB,1+,0
1815,52376,05.04.12 J0070923  +DBA:EISS BIG SEGMENT TS FOUND!CGEN050P HAS 20 DATASETS(MAX 32) SYSJOB,1+,0
1816,52377,05.04.12 J0070923  +DBA:EISS BIG SEGMENT TS FOUND!CGEN263P HAS 22 DATASETS(MAX 32) SYSJOB,1+,0
1817,52378,05.04.12 J0070923  +DBA:EISS BIG SEGMENT TS FOUND!CGEN048P HAS 20 DATASETS(MAX 32) SYSJOB,1+,0
1818,52379,05.04.12 J0070923  +DBA:EISS BIG SEGMENT TS FOUND!CGEN246P HAS 21 DATASETS(MAX 32) SYSJOB,1+,0
1802,52363,02.15.03 CP3A J0010438 *IEF099I JOB RMFRPTD3 WAITING FOR DATA SETS,1+,8
1390,51951,"03.38.57 S0093434  +CSQX209E !QWP1 CSQXRESP Connection unexpectedly terminated, connection 11.3.2.5 -  (queue manager QWP0) -  TRPTYPE=TCP RC=00000000",1+,9
1823,52384,21.15.13 J0126320  +DBA:BANCS BIG SEGMENT TS FOUND!TSLMVU HAS 20 DATASETS(MAX 32) SYSJOB,1+,0
1824,52385,21.15.13 J0126320  +DBA:BANCS BIG SEGMENT TS FOUND!TSSPYO HAS 26 DATASETS(MAX 32) SYSJOB,1+,0
1825,52386,21.15.13 J0126320  +DBA:BANCS BIG SEGMENT TS FOUND!TSSAFE HAS 22 DATASETS(MAX 32) SYSJOB,1+,0
1811,52372,05.05.07 J0070863  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 126 75.0% INUSE SYSJOB,1+,7
1812,52373,05.05.09 J0070863  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 243 70.7% INUSE SYSJOB BOCHSM.HMIGTAPE.DATASET - RACK=L55111,1+,7
1813,52374,05.05.09 J0070863  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 251 80.8% INUSE SYSJOB,1+,7
1826,52387,21.14.06 J0126320  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 251 81.0% INUSE SYSJOB,1+,7
1827,52388,21.14.07 J0126320  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 252 72.1% INUSE SYSJOB,1+,7
1828,52389,21.14.05 J0126320  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 98 80.2% INUSE SYSJOB,1+,7
1829,52390,21.14.06 J0126320  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 159 79.5% INUSE SYSJOB,1+,7
1803,52364,02.03.19 J0057917 *IEF099I JOB G01S506B WAITING FOR DATA SETS,1+,8
1834,52395,21.04.10 J0126276  +DBA:EISS BIG SEGMENT TS FOUND!CGEN263P HAS 22 DATASETS(MAX 32) SYSJOB,1+,0
1835,52396,21.04.10 J0126276  +DBA:EISS BIG SEGMENT TS FOUND!CGEN050P HAS 20 DATASETS(MAX 32) SYSJOB,1+,0
1836,52397,21.04.10 J0126276  +DBA:EISS BIG SEGMENT TS FOUND!CGEN048P HAS 20 DATASETS(MAX 32) SYSJOB,1+,0
1837,52398,21.04.10 J0126276  +DBA:EISS BIG SEGMENT TS FOUND!CGEN246P HAS 21 DATASETS(MAX 32) SYSJOB,1+,0
1838,52399,21.04.10 J0126276  +DBA:EISS BIG SEGMENT TS FOUND!CGEN245P HAS 24 DATASETS(MAX 32) SYSJOB,1+,0
1806,52367,04.11.46 J0070069 *IEF099I JOB G0FSP008 WAITING FOR DATA SETS,1+,8
1391,51952,"03.38.57 S0093434  +CSQX209E !QWP1 CSQXRESP Connection unexpectedly terminated, channel SWIFTI.QWP0 -  connection 11.3.2.5 -  (queue manager QWP0) -  TRPTYPE=TCP RC=00000000 -  active",1+,9
1807,52368,05.25.49 J0071251 *IEF099I JOB A01S766B WAITING FOR DATA SETS,1+,8
1808,52369,05.16.36 J0071141 *IEF099I JOB AXBKOUT  WAITING FOR DATA SETS,1+,8
1819,52380,07.51.08 J0072695 *IEF099I JOB G02S138D WAITING FOR DATA SETS,1+,8
1833,52394,21.12.20 J0126395 *IEF099I JOB NA100006 WAITING FOR DATA SETS,1+,8
1839,52400,23.10.58 J0133585 *IEF099I JOB G01S663B WAITING FOR DATA SETS,1+,8
1847,52408,01.16.16 J0138914 *IEF099I JOB SA040000 WAITING FOR DATA SETS,1+,8
1848,52409,01.05.03 CP3B J0118225 *IEF099I JOB SMFMRGCI WAITING FOR DATA SETS,1+,8
1850,52411,02.33.33 J0144246 *IEF099I JOB G01S506B WAITING FOR DATA SETS,1+,8
1851,52412,02.30.02 J0144189 *IEF099I JOB SMFMRGCI WAITING FOR DATA SETS,1+,8
1852,52413,02.30.03 J0144188 *IEF099I JOB SMFMRGDB WAITING FOR DATA SETS,1+,8
1859,52420,05.07.49 J0160221  +DBA:BANCS BIG SEGMENT TS FOUND!TSSAFE HAS 22 DATASETS(MAX 32) SYSJOB,1+,0
1860,52421,05.07.49 J0160221  +DBA:BANCS BIG SEGMENT TS FOUND!TSSPYO HAS 26 DATASETS(MAX 32) SYSJOB,1+,0
1861,52422,05.07.48 J0160221  +DBA:BANCS BIG SEGMENT TS FOUND!TSLMVU HAS 20 DATASETS(MAX 32) SYSJOB,1+,0
1830,52391,21.14.05 J0126320  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 126 75.3% INUSE SYSJOB,1+,7
1831,52392,21.14.06 J0126320  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 243 70.8% INUSE SYSJOB,1+,7
1832,52393,21.14.05 J0126320  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 87 72.7% INUSE SYSJOB,1+,7
1862,52423,05.06.06 J0160221  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 159 79.6% INUSE SYSJOB,1+,7
1863,52424,05.06.07 J0160221  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 251 81.0% INUSE SYSJOB,1+,7
1864,52425,05.06.07 J0160221  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 243 70.8% INUSE SYSJOB,1+,7
1865,52426,05.06.06 J0160221  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 126 75.3% INUSE SYSJOB,1+,7
1869,52430,05.04.13 J0160298  +DBA:EISS BIG SEGMENT TS FOUND!CGEN048P HAS 20 DATASETS(MAX 32) SYSJOB,1+,0
1870,52431,05.04.13 J0160298  +DBA:EISS BIG SEGMENT TS FOUND!CGEN050P HAS 20 DATASETS(MAX 32) SYSJOB,1+,0
1871,52432,05.04.13 J0160298  +DBA:EISS BIG SEGMENT TS FOUND!CGEN246P HAS 21 DATASETS(MAX 32) SYSJOB,1+,0
1872,52433,05.04.13 J0160298  +DBA:EISS BIG SEGMENT TS FOUND!CGEN245P HAS 24 DATASETS(MAX 32) SYSJOB,1+,0
1853,52414,02.14.44 CP2A J0028567 *IEF099I JOB TMZ60000 WAITING FOR DATA SETS,1+,8
1854,52415,03.55.17 CP2D J0060051 *IEF099I JOB C4CARD01 WAITING FOR DATA SETS,1+,8
1875,52436,07.05.02 CP2D S0007542  BSVOLDSNSS0 SEV=WAR CP2D Volser: P12679 TotalDSNs:10098 (TotalDSNs > 10000),1+,6
1876,52437,07.05.03 S0093383  BSVOLDSNSS0 SEV=WAR CP1D Volser: P1267A TotalDSNs:10013 (TotalDSNs > 10000),1+,6
1877,52438,07.05.02 CP2D S0007542  BSVOLDSNSS0 SEV=WAR CP2D Volser: P12291 TotalDSNs:10002 (TotalDSNs > 10000),1+,6
1878,52439,07.05.03 S0093383  BSVOLDSNSS0 SEV=WAR CP1D Volser: P12679 TotalDSNs:10142 (TotalDSNs > 10000),1+,6
1879,52440,07.05.03 S0093383  BSVOLDSNSS0 SEV=WAR CP1D Volser: P12291 TotalDSNs:10059 (TotalDSNs > 10000),1+,6
1880,52441,07.05.03 S0093383  BSVOLDSNSS0 SEV=WAR CP1D Volser: P12E37 TotalDSNs:10013 (TotalDSNs > 10000),1+,6
1855,52416,03.44.04 J0156399 *IEF099I JOB P1CICSDL WAITING FOR DATA SETS,1+,8
1392,51953,"03.38.57 S0093434  +CSQX209E !QWP1 CSQXRESP Connection unexpectedly terminated, channel SWIFTI.QWP0 -  connection 11.3.2.5 -  (queue manager QWP0) -  TRPTYPE=TCP RC=00000000",1+,9
1393,51954,"03.38.57 S0093045  +CSQX209E !QWP2 CSQXRESP Connection unexpectedly terminated, channel SWIFTI.QWP0 -  connection 11.3.2.5 -  (queue manager QWP0) -  TRPTYPE=TCP RC=00000000",1+,9
