id,risk,category,keys
52615,1+,2,s0093415 cp1da geo101e freeze ok mirroring disabled status is not
52616,1+,2,s0093517 cp1fa geo101e freeze mirroring ok disabled status is not
52617,1+,2,stc07433 cpkba geo101e freeze ok mirroring disabled status is not
52618,1+,2,s0093063 cp1ea geo101e freeze ok mirroring disabled status is not
52619,1+,2,s0092182 cp1aa freeze geo101e ok mirroring disabled status is not
52620,1+,2,s0092612 cp1ca geo101e freeze ok mirroring disabled status is not
52621,1+,5,j0041207 g01s506b waiting ief099i sets job data for 01 j0165994
52622,1+,2,stc08317 cpkaa geo101e freeze ok mirroring disabled status is not
52623,1+,2,s0093304 cp1ba geo101e freeze ok mirroring disabled status is not
52624,1+,2,s0093415 cp1da geo101e freeze ok mirroring disabled status is not
52625,1+,2,s0093517 cp1fa geo101e freeze mirroring ok disabled status is not
52626,1+,2,stc07433 cpkba geo101e freeze ok mirroring disabled status is not
52627,1+,2,s0093063 cp1ea geo101e freeze ok mirroring disabled status is not
52628,1+,2,tp1f s0093509 s0092182 from cp1aa freeze geo101e mirroring ok disabled
52629,1+,2,s0092612 cp1ca geo101e freeze ok mirroring disabled status is not
52630,1+,2,stc08317 cpkaa geo101e freeze ok mirroring disabled status is not
52631,1+,2,stc07433 cpkba geo101e freeze ok mirroring disabled status is not
52632,1+,2,cp1ba seconds s0093304 freeze geo101e mirroring ok disabled status is
52633,1+,2,s0093415 cp1da geo101e freeze ok mirroring disabled status is not
52634,1+,2,s0093517 cp1fa geo101e freeze mirroring ok disabled status is not
52635,1+,2,stc07433 cpkba geo101e freeze ok mirroring disabled status is not
52636,1+,2,s0093063 cp1ea geo101e freeze ok mirroring disabled status is not
52637,1+,2,s0092182 cp1aa freeze geo101e ok mirroring disabled status is not
52638,1+,2,s0092612 cp1ca geo101e freeze ok mirroring disabled status is not
52639,1+,8,connection s0093049 mq3a eacq hhap ch mqga 123 00000000 trptype
52640,1+,8,connection s0093049 sms smsp mq3a hhap ch mqga 123 00000000
52641,1+,5,j0039214 p1zosdl waiting ief099i sets job data for 01 j0165994
52642,1+,8,connection s0092597 mq1a eacq hhap ch mqga 123 00000000 trptype
52643,1+,8,connection hhap ch to channel s0092597 sms smsp mq1a eacq
52644,1+,8,connection s0092597 sms smsp mq1a hhap ch mqga 123 00000000
52645,1+,2,stc08317 cpkaa geo101e freeze ok mirroring disabled status is not
52646,1+,8,connection s0092597 mq1a eacq hhap ch mqga 123 00000000 trptype
52647,1+,8,connection s0093049 sms smsp mq3a hhap ch mqga 123 00000000
52648,1+,2,s0093304 cp1ba geo101e freeze ok mirroring disabled status is not
52649,1+,2,s0093415 cp1da geo101e freeze ok mirroring disabled status is not
52650,1+,8,connection s0093049 mq3a eacq hhap ch mqga 123 00000000 trptype
52651,1+,2,s0093517 cp1fa geo101e freeze mirroring ok disabled status is not
52652,1+,2,s0093063 cp1ea geo101e freeze ok mirroring disabled status is not
52653,1+,2,stc07433 cpkba geo101e freeze ok mirroring disabled status is not
52654,1+,2,s0092182 cp1aa freeze geo101e ok mirroring disabled status is not
52655,1+,2,s0092612 cp1ca geo101e freeze ok mirroring disabled status is not
52656,1+,5,j0035933 tmz60000 cp2c sets waiting ief099i job data for 01
52657,1+,8,connection s0093049 mq3a eacq hhap ch mqga 123 00000000 trptype
52658,1+,8,connection s0093049 sms smsp mq3a hhap ch mqga 123 00000000
52659,1+,2,stc08317 cpkaa geo101e freeze ok mirroring disabled status is not
52660,1+,8,connection s0093049 sms smsp mq3a hhap ch mqga 123 00000000
52661,1+,8,connection s0092597 mq1a eacq hhap ch mqga 123 00000000 trptype
52662,1+,2,s0093304 cp1ba geo101e freeze ok mirroring disabled status is not
52663,1+,2,s0093415 cp1da geo101e freeze ok mirroring disabled status is not
52664,1+,2,s0093517 cp1fa geo101e freeze mirroring ok disabled status is not
52665,1+,2,stc07433 cpkba geo101e freeze ok mirroring disabled status is not
52666,1+,2,s0093063 cp1ea geo101e freeze ok mirroring disabled status is not
52667,1+,2,s0092182 cp1aa freeze geo101e ok mirroring disabled status is not
52668,1+,8,connection s0092597 mq1a eacq hhap ch mqga 123 00000000 trptype
52669,1+,2,s0092612 cp1ca geo101e freeze ok mirroring disabled status is not
52670,1+,8,connection s0093049 mq3a eacq hhap ch mqga 123 00000000 trptype
52671,1+,8,connection s0093049 sms smsp mq3a hhap ch mqga 123 00000000
52672,1+,8,connection hhap ch to channel s0093049 sms smsp mq3a eacq
52673,1+,2,stc08317 cpkaa geo101e freeze ok mirroring disabled status is not
52674,1+,8,connection s0092597 mq1a eacq hhap ch mqga 123 00000000 trptype
52675,1+,8,connection s0092597 sms smsp mq1a hhap ch mqga 123 00000000
52676,1+,2,s0093304 cp1ba geo101e freeze ok mirroring disabled status is not
52677,1+,2,s0093415 cp1da geo101e freeze ok mirroring disabled status is not
52678,1+,2,s0093517 cp1fa geo101e freeze mirroring ok disabled status is not
52679,1+,8,connection s0092597 mq1a eacq hhap ch mqga 123 00000000 trptype
52680,1+,2,stc07433 cpkba geo101e freeze ok mirroring disabled status is not
52681,1+,2,s0093063 cp1ea geo101e freeze ok mirroring disabled status is not
52682,1+,8,connection s0093049 sms smsp mq3a hhap ch mqga 123 00000000
52683,1+,2,s0092182 cp1aa freeze geo101e ok mirroring disabled status is not
52684,1+,2,stc07526 cpkca cpkc freeze geo101e ok mirroring disabled status is
52685,1+,2,s0092612 cp1ca geo101e freeze ok mirroring disabled status is not
52686,1+,2,stc08317 cpkaa geo101e freeze ok mirroring disabled status is not
52687,1+,2,stc06616 cpkda is cpkd hyperswap geo551i mirroring ok disabled status
52688,1+,2,stc06616 cpkda cpkd freeze geo101e ok mirroring disabled status is
52689,1+,2,cp3da s0050594 cp3d freeze geo101e ok mirroring disabled status is
52690,1+,2,s0050593 cp3ca cp3c freeze geo101e ok mirroring disabled status is
52691,1+,2,s0050586 cp3aa cp3a freeze geo101e mirroring ok disabled status is
52692,1+,2,s0093415 cp1da geo101e freeze ok mirroring disabled status is not
52693,1+,2,s0093304 cp1ba geo101e freeze ok mirroring disabled status is not
52694,1+,2,s0050584 cp3ba cp3b freeze geo101e mirroring ok disabled status is
52695,1+,2,s0093517 cp1fa geo101e freeze mirroring ok disabled status is not
52696,1+,2,stc06616 cpkda cpkd freeze geo101e ok mirroring disabled status is
52697,1+,2,stc07433 cpkba geo101e freeze ok mirroring disabled status is not
52698,1+,2,s0093063 cp1ea geo101e freeze ok mirroring disabled status is not
52699,1+,2,stc07526 cpkca cpkc freeze geo101e ok mirroring disabled status is
52700,1+,2,s0092182 cp1aa freeze geo101e ok mirroring disabled status is not
52701,1+,2,s0092612 cp1ca geo101e freeze ok mirroring disabled status is not
52702,1+,2,stc08317 cpkaa geo101e freeze ok mirroring disabled status is not
52703,10+,6,um095200 up095201 boct pr52 e1 split prddedpr dataset cp2a interval
52704,1+,2,stc06616 cpkda cpkd freeze geo101e ok mirroring disabled status is
52705,1+,2,cp3da s0050594 cp3d freeze geo101e ok mirroring disabled status is
52706,1+,2,s0050593 cp3ca cp3c freeze geo101e ok mirroring disabled status is
52707,1+,2,s0050586 cp3aa cp3a freeze geo101e mirroring ok disabled status is
52708,1+,2,s0093304 cp1ba geo101e freeze ok mirroring disabled status is not
52709,1+,2,s0050584 cp3ba cp3b freeze geo101e mirroring ok disabled status is
52710,1+,2,s0093415 cp1da geo101e freeze ok mirroring disabled status is not
52711,1+,2,s0093517 cp1fa geo101e freeze mirroring ok disabled status is not
52712,1+,2,stc07433 cpkba geo101e freeze ok mirroring disabled status is not
52713,1+,2,s0093063 cp1ea geo101e freeze ok mirroring disabled status is not
52714,1+,2,s0092182 cp1aa freeze geo101e ok mirroring disabled status is not
52715,1+,2,s0092612 cp1ca geo101e freeze ok mirroring disabled status is not
52716,1+,2,stc07526 cpkca cpkc freeze geo101e ok mirroring disabled status is
52717,1+,2,stc08317 cpkaa geo101e freeze ok mirroring disabled status is not
52718,1+,2,stc06616 cpkda cpkd freeze geo101e ok mirroring disabled status is
52719,1+,2,cp3da s0050594 cp3d freeze geo101e ok mirroring disabled status is
52720,1+,2,s0050593 cp3ca cp3c freeze geo101e ok mirroring disabled status is
52721,1+,2,s0050586 cp3aa cp3a freeze geo101e mirroring ok disabled status is
52722,1+,5,j0061279 smfmrgci cp3b waiting ief099i sets job data for 01
52723,1+,2,s0093304 cp1ba geo101e freeze ok mirroring disabled status is not
52724,1+,2,818 lines s0050584 cp3ba 16 cp3b freeze geo101e mirroring ok
52725,1+,2,s0050584 cp3ba cp3b freeze geo101e mirroring ok disabled status is
52726,1+,2,s0093415 cp1da geo101e freeze ok mirroring disabled status is not
52727,1+,2,s0093517 cp1fa geo101e freeze mirroring ok disabled status is not
52728,1+,2,stc07433 cpkba geo101e freeze ok mirroring disabled status is not
52729,1+,2,s0093063 cp1ea geo101e freeze ok mirroring disabled status is not
52730,1+,2,s0092182 cp1aa freeze geo101e ok mirroring disabled status is not
52731,1+,2,stc07526 cpkca cpkc freeze geo101e ok mirroring disabled status is
52732,1+,2,s0092612 cp1ca geo101e freeze ok mirroring disabled status is not
52733,1+,2,stc06616 cpkda cpkd freeze geo101e ok mirroring disabled status is
52734,1+,2,s0050586 cp3aa cp3a freeze geo101e mirroring ok disabled status is
52735,1+,2,cp3da s0050594 cp3d freeze geo101e ok mirroring disabled status is
52736,1+,2,cp3ca disabled stc07526 cpkca cpkc geo101e freeze mirroring ok status
52737,1+,2,s0050584 cp3ba cp3b freeze geo101e mirroring ok disabled status is
52738,1+,2,s0092612 cp1ca geo101e freeze ok mirroring disabled status is not
52739,1+,2,s0093063 cp1ea geo101e freeze ok mirroring disabled status is not
52740,1+,2,stc08317 cpkaa geo101e freeze ok mirroring disabled status is not
52741,1+,2,s0093304 cp1ba geo101e freeze ok mirroring disabled status is not
52742,1+,2,s0092182 cp1aa freeze geo101e ok mirroring disabled status is not
52743,1+,2,s0093415 cp1da geo101e freeze ok mirroring disabled status is not
52744,1+,2,stc07433 cpkba geo101e freeze ok mirroring disabled status is not
52745,1+,2,stc06616 cpkda cpkd freeze geo101e ok mirroring disabled status is
52746,1+,2,stc08317 cpkaa geo101e freeze ok mirroring disabled status is not
52747,1+,2,cpkda disabled stc06616 cpkd freeze geo101e ok mirroring status is
52748,1+,2,stc06616 cpkda cpkd freeze geo101e ok mirroring disabled status is
52749,1+,2,stc07433 cpkba geo101e freeze ok mirroring disabled status is not
52750,1+,2,cp3da s0050594 cp3d freeze geo101e ok mirroring disabled status is
52751,1+,2,stc07433 cpkba geo101e freeze ok mirroring disabled status is not
52752,1+,2,s0093304 cp1ba geo101e freeze ok mirroring disabled status is not
52753,10+,6,s0093011 dp71 gbp32k1 dsnb319a dsnb1cne there shortage space pool in
52754,10+,6,e98f b5 bkjnal40 cp2a exceeded ios080i interval an request been
52755,1+,2,s0093304 cp1ba geo101e freeze 02 ok mirroring disabled status is
52756,1+,2,s0093415 cp1da geo101e freeze 02 ok mirroring disabled status is
52757,1+,2,s0093517 cp1fa freeze geo101e 02 mirroring ok disabled status is
52758,1+,2,is stc07433 geo551i hyperswap cpkba 02 mirroring ok disabled status
52759,1+,2,stc07433 cpkba freeze geo101e 02 ok mirroring disabled status is
52760,1+,2,s0093063 cp1ea geo101e freeze 02 ok mirroring disabled status is
52761,1+,2,s0092182 cp1aa freeze geo101e 02 ok mirroring disabled status is
52762,1+,2,s0092612 cp1ca geo101e freeze 02 ok mirroring disabled status is
52763,1+,2,stc08317 cpkaa freeze geo101e 02 ok mirroring disabled status is
52764,1+,2,stc07433 cpkba freeze geo101e 02 ok mirroring disabled status is
52765,1+,2,s0093304 cp1ba geo101e freeze 02 ok mirroring disabled status is
52766,1+,2,s0093415 cp1da geo101e freeze 02 ok mirroring disabled status is
52767,1+,2,s0093517 cp1fa freeze geo101e 02 mirroring ok disabled status is
52768,1+,2,stc07433 cpkba freeze geo101e 02 ok mirroring disabled status is
52769,1+,2,s0093063 cp1ea geo101e freeze 02 ok mirroring disabled status is
52770,1+,2,s0092182 cp1aa freeze geo101e 02 ok mirroring disabled status is
52771,1+,2,s0092612 cp1ca geo101e freeze 02 ok mirroring disabled status is
52772,1+,2,stc08317 cpkaa freeze geo101e 02 ok mirroring disabled status is
52773,1+,2,s0093304 cp1ba geo101e freeze 02 ok mirroring disabled status is
52774,1+,2,s0093415 cp1da geo101e freeze 02 ok mirroring disabled status is
52775,1+,2,s0093517 cp1fa freeze geo101e 02 mirroring ok disabled status is
52776,1+,2,stc07433 cpkba freeze geo101e 02 ok mirroring disabled status is
52777,1+,2,s0093063 cp1ea geo101e freeze 02 ok mirroring disabled status is
52778,1+,2,s0092182 cp1aa freeze geo101e 02 ok mirroring disabled status is
52779,1+,2,s0092612 cp1ca geo101e freeze 02 ok mirroring disabled status is
52780,1+,2,stc08317 cpkaa freeze geo101e 02 ok mirroring disabled status is
52781,1+,2,stc07433 cpkba freeze geo101e 02 ok mirroring disabled status is
52782,1+,2,s0093304 cp1ba geo101e freeze 02 ok mirroring disabled status is
52783,1+,2,s0093415 cp1da geo101e freeze 02 ok mirroring disabled status is
52784,1+,2,s0093517 cp1fa freeze geo101e 02 mirroring ok disabled status is
52785,1+,2,stc07433 cpkba freeze geo101e 02 ok mirroring disabled status is
52786,1+,2,s0093063 cp1ea geo101e freeze 02 ok mirroring disabled status is
52787,1+,2,s0092182 cp1aa freeze geo101e 02 ok mirroring disabled status is
52788,1+,2,s0092612 cp1ca geo101e freeze 02 ok mirroring disabled status is
52789,1+,2,stc08317 cpkaa freeze geo101e 02 ok mirroring disabled status is
52790,1+,2,s0093304 cp1ba geo101e freeze 02 ok mirroring disabled status is
52791,1+,2,s0093415 cp1da geo101e freeze 02 ok mirroring disabled status is
52792,1+,2,s0093517 cp1fa freeze geo101e 02 mirroring ok disabled status is
52793,1+,2,stc07433 cpkba freeze geo101e 02 ok mirroring disabled status is
52794,1+,2,s0093063 cp1ea geo101e freeze 02 ok mirroring disabled status is
52795,1+,2,s0092182 cp1aa freeze geo101e 02 ok mirroring disabled status is
52796,1+,2,s0092612 cp1ca geo101e freeze 02 ok mirroring disabled status is
52797,1+,2,stc08317 cpkaa freeze geo101e 02 ok mirroring disabled status is
52798,10+,6,bb2 am203262 am300032 s01 temp b4 prdc64r lveq dataset cp2b
52799,1+,6,edgjslu3 s0048685 作业 管理软件 备份 批量 bztpjstrcs0 返回 空间 地址
52800,1+,5,qtinvm00 j0090071 cp2a 04 waiting ief099i sets job data for
52801,1+,5,a01m9254 j0058053 waiting ief099i sets job 05 data for 00
52802,1+,5,j0057903 a01s766b waiting ief099i sets job 05 data for 00
52803,1+,5,j0057824 axbkout ief099i waiting sets job 05 data for j0196300
52804,1+,4,j0057347 tsspyo max segment datasets 32 05 has bancs sysjob
52805,1+,4,j0057347 datasets max 32 tslmvu segment 05 has bancs big
52806,1+,4,j0057347 tssafe max segment datasets 32 05 has bancs sysjob
52807,1+,1,j0057347 72 tsgect inuse part partition 05 bancs dba ts
52808,1+,1,j0057347 81 tsgect part inuse partition 05 bancs dba ts
52809,1+,1,j0057347 70 tsgect inuse part partition 05 bancs sysjob big
52810,1+,1,j0057347 81 tsgect part inuse partition 05 bancs dba ts
52811,1+,1,j0057347 71 tsgect inuse part partition 05 bancs dba ts
52812,1+,1,j0057347 81 tsgect part inuse partition 05 bancs dba ts
52813,1+,1,j0057347 73 tsgect part inuse partition 05 bancs dba ts
52814,1+,4,j0057404 cgen263p eiss max datasets segment 32 05 has ts
52815,1+,4,j0057404 cgen245p eiss max datasets segment 32 05 has ts
52816,1+,4,j0057404 cgen050p eiss max datasets segment 32 05 has ts
52817,1+,4,j0057404 cgen048p eiss max datasets segment 32 05 has ts
52818,1+,4,j0057404 cgen246p eiss max datasets segment 32 05 has ts
52819,1+,5,j0102608 dedphu31 06 cp3d ief099i waiting sets job data for
52820,1+,5,dedpzm31 j0102530 06 cp3c ief099i waiting sets job data for
52821,1+,9,totaldsns p12f36 s0093383 10000 bsvoldsnss0 volser 07 war cp1d sev
52822,1+,9,totaldsns p12191 s0093383 10000 bsvoldsnss0 volser 07 war cp1d sev
52823,1+,9,totaldsns p12292 s0093383 10000 bsvoldsnss0 volser 07 war cp1d sev
52824,1+,9,totaldsns p12779 s0093383 10000 bsvoldsnss0 volser 07 war cp1d sev
52825,1+,9,totaldsns p12091 s0093383 10000 bsvoldsnss0 volser 07 war cp1d sev
52826,1+,9,totaldsns p12f37 s0093383 10000 bsvoldsnss0 volser 07 war cp1d sev
52827,1+,9,totaldsns p12778 s0093383 10000 bsvoldsnss0 volser 07 war cp1d sev
52828,1+,9,totaldsns p12192 s0093383 10000 bsvoldsnss0 volser 07 war cp1d sev
52829,1+,9,totaldsns p1277a s0093383 10000 bsvoldsnss0 volser 07 war cp1d sev
52830,1+,9,totaldsns p12290 s0093383 10000 bsvoldsnss0 volser 07 war cp1d sev
52831,1+,9,totaldsns 10000 p12092 s0093383 bsvoldsnss0 volser 07 war cp1d sev
52832,1+,9,totaldsns p12190 s0093383 10000 bsvoldsnss0 volser 07 war cp1d sev
52833,1+,9,totaldsns p12f35 s0093383 10000 bsvoldsnss0 volser 07 war cp1d sev
52834,1+,9,totaldsns p12678 s0093383 10000 bsvoldsnss0 volser 07 war cp1d sev
52835,1+,9,totaldsns p12e37 s0093383 10000 bsvoldsnss0 volser 07 war cp1d sev
52836,1+,9,totaldsns p12090 s0093383 10000 bsvoldsnss0 volser 07 war cp1d sev
52837,1+,9,totaldsns 10000 p1267a s0093383 bsvoldsnss0 volser 07 war cp1d sev
52838,1+,9,totaldsns p12e36 s0093383 10000 bsvoldsnss0 volser 07 war cp1d sev
52839,1+,9,totaldsns pp2d37 s0093383 10000 bsvoldsnss0 volser 07 war cp1d sev
52840,1+,9,totaldsns p12291 s0093383 10000 bsvoldsnss0 volser 07 war cp1d sev
52841,1+,9,totaldsns cp2d p12090 s0007542 10000 bsvoldsnss0 volser 07 war sev
52842,1+,9,totaldsns cp2d p12678 s0007542 10000 bsvoldsnss0 volser 07 war sev
52843,1+,9,totaldsns cp2d p12191 s0007542 10000 bsvoldsnss0 volser 07 war sev
52844,1+,9,totaldsns cp2d p12291 s0007542 10000 bsvoldsnss0 volser 07 war sev
52845,1+,9,totaldsns cp2d p12091 s0007542 10000 bsvoldsnss0 volser 07 war sev
52846,1+,9,totaldsns 10000 cp2d p12092 s0007542 bsvoldsnss0 volser 07 war sev
52847,1+,9,totaldsns cp2d p12f36 s0007542 10000 bsvoldsnss0 volser 07 war sev
52848,1+,9,totaldsns cp2d pp2d37 s0007542 bsvoldsnss0 10000 volser 07 war sev
52849,1+,9,totaldsns cp2d p12290 s0007542 10000 bsvoldsnss0 volser 07 war sev
52850,1+,9,totaldsns cp2d p12190 s0007542 10000 bsvoldsnss0 volser 07 war sev
52851,1+,9,totaldsns 10000 cp2d p1267a s0007542 bsvoldsnss0 volser 07 war sev
52852,1+,9,totaldsns cp2d p12778 s0007542 10000 bsvoldsnss0 volser 07 war sev
52853,1+,9,totaldsns cp2d p12779 s0007542 10000 bsvoldsnss0 volser 07 war sev
52854,1+,9,totaldsns cp2d p12e36 s0007542 10000 bsvoldsnss0 volser 07 war sev
52855,1+,9,totaldsns cp2d p12e37 s0007542 10000 bsvoldsnss0 volser 07 war sev
52856,1+,9,totaldsns cp2d p12f35 s0007542 10000 bsvoldsnss0 volser 07 war sev
52857,1+,9,totaldsns cp2d p12292 s0007542 10000 bsvoldsnss0 volser 07 war sev
52858,1+,9,totaldsns cp2d p12192 s0007542 10000 bsvoldsnss0 volser 07 war sev
52859,1+,9,totaldsns cp2d p12f37 s0007542 10000 bsvoldsnss0 volser 07 war sev
52860,1+,9,totaldsns cp2d p1277a s0007542 10000 bsvoldsnss0 volser 07 war sev
52861,1+,6,parmlib extents mlib sys0 exts bsoextpdss0 set cp2c s0007542 cp2d
52862,1+,5,j0062000 ixoutbkx 10 waiting ief099i sets job data for 00
52863,10+,6,gbp0 s0059824 dp2y dsnb319a dsnb1cne shortage there space pool in
52864,100+,8,name dsnutil d56180260e66 ns200035 authid dp31appl s0093013 dp31 plan luwid
52865,1+,4,j0074568 tsspyo datasets segment max 32 has bancs 21 sysjob
52866,1+,4,j0074568 tslmvu datasets segment max 32 has bancs 21 sysjob
52867,1+,4,j0074568 tssafe datasets segment max 32 has bancs 21 sysjob
52868,1+,1,j0074568 72 tsgect part inuse partition bancs 21 ts dba
52869,1+,1,j0074568 81 tsgect part inuse partition bancs 21 ts dba
52870,1+,1,j0074568 71 tsgect part inuse partition bancs 21 ts dba
52871,1+,1,j0074568 70 tsgect part inuse partition bancs 21 ts dba
52872,1+,1,82 j0074568 tsgect part inuse partition bancs 21 ts dba
52873,1+,1,j0074568 81 tsgect part inuse partition bancs 21 ts dba
52874,1+,1,j0074568 73 tsgect part inuse partition bancs 21 ts dba
52875,1+,1,76 j0074568 tsgect inuse part partition bancs 21 big ts
52876,1+,5,j0074620 na100006 ief099i waiting sets job data for 21 00
52877,1+,4,j0074520 supported gen cgen263p eiss datasets segment max 32 not
52878,1+,4,j0074520 cgen048p eiss datasets segment max 32 has 21 dba
52879,1+,4,j0074520 cgen050p eiss datasets segment max 32 has 21 dba
52880,1+,4,j0074520 cgen246p eiss datasets segment max 32 has 21 dba
52881,1+,4,j0074520 cgen245p eiss datasets segment max 32 has 21 dba
52882,1+,7,swiftlnk s0093434 qwp1 swifti csqxrctl chl csqx599e ended abnormally channel
52883,1+,7,bps s0048456 qp1s swifti csqxrctl chl cp3c csqx599e ended abnormally
52884,1+,8,connection qmsbps gw bps s0048456 qp1s swifti csqxrctl 13 chl
52885,1+,8,s0093045 connection gw qmsbps swiftlnk qwp2 swifti csqxrctl 13 chl
52886,1+,8,s0093045 connection qwp0 qwp2 00000000 manager trptype tcp terminated csqx209e
52887,1+,8,d56227ebdf4f delmwh01 s0093400 dpw1appl dpw1 batch plan luwid warning after
52888,1+,6,tr884413 tp884413 ba vmve reform prddedpr 84 15 dataset cp2a
52889,1+,5,j0092353 p1zosdl waiting ief099i sets job data for 01 j0161830
52890,1+,5,j0105187 tmz60000 cp2b waiting ief099i sets job data for 01
52891,1+,5,j0171107 smfmrgci cp3b waiting ief099i sets job data for 01
52892,1+,5,j0091180 december 16 smfmrgci ief099i waiting sets job data for
52893,1+,5,j0170033 smfmrgos cp3d waiting sets ief099i job data for 01
52894,1+,5,j0107270 g01s506b 02 ief099i waiting sets job data for j0161830
52895,1+,8,d5623790861b delswmsg s0093400 dpw1appl dpw1 batch plan luwid warning after
52896,10+,6,recvq send bqappqdeps0 gupp 2000 s0093003 currentdepth namedqueue depth qwp2
52897,1+,5,j0104599 p1cicsdl 02 waiting ief099i sets job data for 00
52898,1+,5,j0177532 rmfrptd3 cp3b 02 waiting ief099i sets job data for
52899,1+,6,edgjslu3 s0048685 作业 管理软件 备份 批量 bztpjstrcs0 返回 空间 地址
52900,1+,5,j0110135 g0fsp008 sets ief099i waiting job 05 data for j0164176
52901,1+,5,j0109632 axbkout waiting ief099i sets job 05 data for j0158023
52902,1+,4,j0109234 tslmvu datasets segment max 32 05 has bancs big
52903,1+,4,j0109234 tssafe datasets segment max 32 05 has bancs big
52904,1+,4,j0109234 tsspyo datasets segment max 32 05 has bancs big
52905,1+,4,j0109297 cgen245p eiss datasets segment max 32 05 has dba
52906,1+,4,j0109297 cgen246p eiss datasets segment max 32 05 has dba
52907,1+,4,j0109297 cgen050p eiss datasets segment max 32 05 has dba
52908,1+,4,j0109297 cgen263p eiss datasets segment max 32 05 has dba
52909,1+,4,j0109297 cgen048p eiss datasets segment max 32 05 has dba
52910,1+,1,j0109234 70 tsgect part inuse partition 05 bancs ts big
52911,10+,1,fe2585 fs14 already scratched pool02 dd1 j0109234 tapelibprodhsh volume 81
52912,1+,1,j0109234 72 tsgect part inuse partition 05 bancs ts big
52913,1+,1,j0109234 71 tsgect part inuse partition 05 bancs ts big
52914,1+,1,76 j0109234 tsgect inuse part partition 05 bancs sysjob ts
52915,1+,1,82 j0109234 tsgect part inuse partition 05 bancs ts big
52916,1+,1,j0109234 81 tsgect part inuse partition 05 bancs ts big
52917,1+,1,j0109234 73 tsgect part inuse partition 05 bancs ts big
52918,1+,5,j0014319 dedpat31 06 cp3c waiting ief099i sets job data for
52919,1+,5,j0032301 dedprs31 cp3c 08 waiting ief099i sets job data for
52920,1+,5,dedpie23 j0028957 cp3c 08 waiting ief099i sets job data for
52921,1+,8,d562c20ed8a1 ns200023 dp61appl s0093401 dp61 utility plan luwid checkpoints after
52922,1+,4,j0121368 tssafe datasets segment max 32 has bancs 21 ts
52923,1+,4,j0121368 tsspyo datasets segment max 32 has bancs 21 ts
52924,1+,4,j0121368 tslmvu datasets segment max 32 has bancs 21 ts
52925,1+,1,j0121368 72 tsgect inuse part partition bancs 21 ts sysjob
52926,1+,1,j0121368 81 tsgect inuse part partition bancs 21 sysjob ts
52927,1+,1,j0121368 71 tsgect inuse part partition bancs 21 ts sysjob
52928,1+,1,inuse j0121368 71 70 tsgect part partition bancs 21 ts
52929,1000+,6,000000013 e1da3c5c000 t2113007 ac1 dsndp01r d5633b535 d563357e271a5a2400 e1e76c1bfff d2018350 startlrsn
52930,1+,1,j0121368 70 tsgect inuse part partition bancs 21 ts sysjob
52931,1+,1,j0121368 74 tsgect inuse part partition bancs 21 ts sysjob
52932,1+,1,76 j0121368 tsgect inuse part partition bancs 21 big ts
52933,1+,1,82 j0121368 tsgect inuse part partition bancs 21 sysjob big
52934,1+,5,j0121447 na100006 ief099i sets waiting job data for 21 j0163994
52935,1+,4,j0121337 cgen245p eiss datasets segment max 32 has 21 dba
52936,1+,4,j0121337 cgen246p eiss datasets segment max 32 has 21 dba
52937,1+,4,j0121337 cgen048p eiss datasets segment max 32 has 21 dba
52938,1+,4,j0121337 cgen263p eiss datasets segment max 32 has 21 dba
52939,1+,4,j0121337 cgen050p eiss datasets segment max 32 has 21 dba
52940,1+,5,j0128857 g01s663b 23 ief099i waiting sets job data for 00
52941,1+,5,j0133813 g01s506b 00 sets waiting ief099i job data for j0034775
52942,1+,5,j0133632 g01s023b 00 waiting ief099i sets job data for j0165994
52943,1+,5,j0134402 p1zosdl ief099i waiting sets job data for 01 j0165994
52944,1+,5,j0174213 tmz60000 cp2b sets waiting ief099i job data for 01
52945,1+,5,j0134640 p1cicsdl 02 ief099i waiting sets job data for 00
52946,10+,6,tr876201 zn236201 dfb invm a5 reform prddedpr cp2a dataset ios080i
52947,1+,5,j0139337 g01ul133 03 ief099i waiting sets job data for 00
52948,1+,5,j0135009 sa060000 03 ief099i waiting sets job data for 00
52949,10+,6,zapiss0g vp11674 d9 vtoc sys1 76 57 dataset interval ios080i
52950,10+,6,e2 zapiss0b 78 ios080i interval exceeded an request been timeout
52951,1+,1,j0152828 85 tsinct inuse part partition 05 bancs big dba
52952,1+,1,j0152828 86 tsinct inuse part partition 05 bancs big dba
52953,1+,1,87 j0152828 tsinct part inuse partition 05 bancs dba big
52954,1+,1,j0152828 86 tsinct inuse part partition 05 bancs big dba
52955,1+,1,j0152828 86 tsinct inuse part partition 05 bancs big dba
52956,1+,1,89 j0152828 tsinct inuse part partition 05 bancs big dba
52957,1+,1,inuse 89 j0152828 74 tsinct part partition 05 bancs dba
52958,1+,1,j0152828 72 tsgect inuse part partition 05 bancs ts dba
52959,1+,1,j0152828 71 tsgect inuse part partition 05 bancs ts dba
52960,1+,1,j0152828 70 tsgect part inuse partition 05 bancs ts dba
52961,1+,1,j0152828 81 tsgect inuse part partition 05 bancs ts dba
52962,1+,1,j0152828 70 tsgect part inuse partition 05 bancs ts dba
52963,1+,1,gen supported j0152828 81 tsgect inuse part partition 05 not
52964,1+,1,76 j0152828 tsgect inuse part partition 05 bancs sysjob ts
