id,sysname,hostname,firstoccurredtime,lastoccurredtime,compressedtime,summary,severity,serial,flag,assignedto,status,timestamp,riskratio,key,knowledge
80523,P3,zos,27:37.0,27:37.0,1,"22.29.09 CP3B           IOS080I 6567,5E,UU86A10D, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED FOR AN ACTIVE REQUEST. DATASET NAME=SYS1.VTOCIX.VP36567",1,110415091,2,Â·ÎÄæ·,1,2019/6/10 23:00,1+,IOS080I,1
80524,¶Ëµ½¶Ë½»Ò×¼à¿Ø,21.122.48.104,05:55.0,05:55.0,1,"E2E:2019-06-10 22:04:57,526 ERROR [com.e2e.dc.service.impl.GetLogDataImpl] - Got SQL exception : java.sql.SQLException: ORA-12592: TNS:bad packet",1,110415062,2,Â·ÎÄæ·,1,2019/6/10 23:00,1+,E2E,1
80527,P2,zos,38:33.0,38:33.0,1,"00.40.03 CP2D S0015918 *IOS003A 24AB,INTERVENTION REQUIRED 43 MESSAGES ACTED UPON.",1,110415198,2,Â·ÎÄæ·,1,2019/6/11 1:00,10+,IOS003A,1
80528,P2,zos,38:23.0,38:23.0,1,"00.40.03 CP2D S0015918 *IOS003A 24AA,INTERVENTION REQUIRED",1,110415196,2,Â·ÎÄæ·,1,2019/6/11 1:00,10+,IOS003A,1
80529,P2,zos,38:23.0,38:23.0,1,"00.40.01 CP2D S0015918 *IOS003A 1E13,INTERVENTION REQUIRED",1,110415194,2,Â·ÎÄæ·,1,2019/6/11 1:00,10+,IOS003A,1
80530,P2,zos,38:23.0,38:23.0,1,"00.40.01 CP2D S0015918 *IOS003A 1E14,INTERVENTION REQUIRED",1,110415195,2,Â·ÎÄæ·,1,2019/6/11 1:00,10+,IOS003A,1
80531,P1,zos,09:37.0,09:37.0,1,00.11.17 CP1D S0008416  DSNR035I  -DP61 DSNRPBCW WARNING - UNCOMMITTED UR AFTER 3 CHECKPOINTS - CORRELATION NAME = ME980000 -           CONNECTION ID  = DB2CALL -           LUWID = DSNDP01.DP61APPL.D640A5E03C95 = 96594 -,1,110415170,2,Â·ÎÄæ·,1,2019/6/11 1:00,1+,DSNR035I,1
80533,P1,zos,52:48.0,53:01.0,2,"01.54.18 CP1E          *IXC585E STRUCTURE DSNDP01_GBP25 IN COUPLING * FACILITY BCC2C1, *PHYSICAL STRUCTURE VERSION D61B09A4 89269EC3, *IS AT OR ABOVE STRUCTURE FULL MONITORING THRESHOLD OF 80%: *   SPACE USAGE     IN-USE       TOT",1,110415241,2,Â·ÎÄæ·,1,2019/6/11 2:00,1+,IXC585E,1
80534,P1,zos,52:45.0,52:45.0,15,01.54.13 CP1E S0008409 *DSNB319A  -DP31 DSNB1CNE THERE IS A SHORTAGE OF * SPACE *IN GROUP BUFFER POOL GBP25,1,110415240,2,Â·ÎÄæ·,1,2019/6/11 2:00,1+,DSNB319A,1
80535,P2,zos,45:45.0,45:45.0,1,01.46.55 CP2A J0163624 *IEF099I JOB TMZ60000 WAITING FOR DATA SETS,1,110415234,2,Â·ÎÄæ·,1,2019/6/11 2:00,1+,IEF099I,1
80536,P2,zos,06:46.0,37:55.0,12,"01.39.32 CP2D           IOS080I 41FB,B0,UMA64500, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED FOR AN ACTIVE REQUEST. DATASET NAME=PRDDEDPR.SPLIT.RPYV.UPA64502.PR45",1,110415212,2,Â·ÎÄæ·,1,2019/6/11 2:00,1+,IOS080I,1
80541,P1,zos,46:41.0,46:41.0,1,*02.48.21 CP1F J0054813 *IEF099I JOB G01S506B WAITING FOR DATA SETS,1,110415262,2,Â·ÎÄæ·,1,2019/6/11 3:00,1+,IEF099I,1
80542,P3,zos,14:19.0,14:19.0,1,02.15.10 CP3B J0041111 *IEF099I JOB RMFRPTD3 WAITING FOR DATA SETS,1,110415251,2,Â·ÎÄæ·,1,2019/6/11 3:00,1+,IEF099I,1
80570,P1,zos,43:09.0,43:09.0,2,05.44.50 CP1E J0057659 *IEF099I JOB DB2SQL   WAITING FOR DATA SETS,1,110415446,2,Â·ÎÄæ·,1,2019/6/11 6:00,1+,IEF099I,1
80571,P1,zos,21:13.0,21:13.0,1,05.22.52 CP1C J0057332 *IEF099I JOB AXBKOUT  WAITING FOR DATA SETS,1,110415429,2,Â·ÎÄæ·,1,2019/6/11 6:00,1+,IEF099I,1
80572,P1,zos,05:52.0,05:53.0,2,05.07.32 CP1E J0056883  +DBA:BANCS BIG PARTITION TS FOUND!TSPROM PART 1 74.6% INUSE SYSJOB,1,110415409,2,Â·ÎÄæ·,1,2019/6/11 6:00,1+,DBA:BANCS,1
80573,P1,zos,05:53.0,05:53.0,2,05.07.33 CP1E J0056883  +DBA:BANCS BIG PARTITION TS FOUND!TSPROM PART 16 73.7% INUSE SYSJOB,1,110415411,2,Â·ÎÄæ·,1,2019/6/11 6:00,1+,DBA:BANCS,1
80574,P1,zos,05:53.0,05:53.0,2,05.07.32 CP1E J0056883  +DBA:BANCS BIG PARTITION TS FOUND!TSPROM PART 8 72.5% INUSE SYSJOB,1,110415410,2,Â·ÎÄæ·,1,2019/6/11 6:00,1+,DBA:BANCS,1
80575,P1,zos,05:53.0,05:53.0,2,05.07.34 CP1E J0056883  +DBA:BANCS BIG PARTITION TS FOUND!TSPROM PART 20 77.4% INUSE SYSJOB,1,110415412,2,Â·ÎÄæ·,1,2019/6/11 6:00,1+,DBA:BANCS,1
80578,P1,zos,02:28.0,02:28.0,2,05.04.09 CP1E J0057042  +DBA:EISS BIG PARTITION TS FOUND!CGEN961P PART 3 75.9% INUSE SYSJOB,1,110415403,2,Â·ÎÄæ·,1,2019/6/11 6:00,1+,DBA:EISS,1
80582,P1,zos,08:35.0,08:35.0,2,06.10.17 CP1F J0058059 *IEF099I JOB SORTFIL  WAITING FOR DATA SETS,1,110415470,2,Â·ÎÄæ·,1,2019/6/11 7:00,1+,IEF099I,1
80583,P3,zos,00:45.0,00:46.0,2,06.02.25 CP3C J0062747  +DBA:BOCSY BIG PARTITION TS FOUND!TSDPTM PART 4 74.1% INUSE SYSJOB,1,110415465,2,Â·ÎÄæ·,1,2019/6/11 7:00,1+,DBA:BOCSY,1
80584,P3,zos,00:46.0,00:46.0,2,06.02.25 CP3C J0062747  +DBA:BOCSY BIG PARTITION TS FOUND!TSSORD PART 4 70.9% INUSE SYSJOB,1,110415466,2,Â·ÎÄæ·,1,2019/6/11 7:00,1+,DBA:BOCSY,1
80588,P1,zos,52:14.0,52:14.0,2,09.53.55 CP1D J0063733 *IEF099I JOB SQL704   WAITING FOR DATA SETS,1,110415716,2,Â·ÎÄæ·,1,2019/6/11 10:00,1+,IEF099I,1
80589,P1,zos,12:26.0,12:26.0,1,10.14.02 CP1E J0065163 *IEF099I JOB G00S077B WAITING FOR DATA SETS,1,110415741,2,Â·ÎÄæ·,1,2019/6/11 11:00,1+,IEF099I,1
80590,P1,zos,00:39.0,00:39.0,1,10.02.20 CP1C J0064480 *IEF099I JOB DB2016   WAITING FOR DATA SETS,1,110415726,2,Â·ÎÄæ·,1,2019/6/11 11:00,1+,IEF099I,1
80591,P3,zos,00:51.0,00:51.0,2,13.02.33 CP3C J0108567  +DBA:BOCSY BIG PARTITION TS FOUND!TSSORD PART 4 70.9% INUSE SYSJOB,1,110415995,2,Â·ÎÄæ·,1,2019/6/11 14:00,1+,DBA:BOCSY,1
80592,P3,zos,00:51.0,00:51.0,2,13.02.33 CP3C J0108567  +DBA:BOCSY BIG PARTITION TS FOUND!TSDPTM PART 4 74.2% INUSE SYSJOB,1,110415994,2,Â·ÎÄæ·,1,2019/6/11 14:00,1+,DBA:BOCSY,1
80593,P1,zos,11:30.0,11:30.0,2,15.13.15 CP1C J0084054 *IEF099I JOB SQL521   WAITING FOR DATA SETS,1,110416281,2,Â·ÎÄæ·,1,2019/6/11 16:00,1+,IEF099I,1
80594,P1,zos,49:47.0,49:47.0,2,17.51.36 CP1A J0100867 *IEF099I JOB SORTJCL  WAITING FOR DATA SETS,1,110416895,2,Â·ÎÄæ·,1,2019/6/11 18:00,1+,IEF099I,1
80595,P1,zos,09:20.0,09:21.0,3,17.11.05 CP1A J0096970 *IEF099I JOB SORTJCL  WAITING FOR DATA SETS,1,110416842,2,Â·ÎÄæ·,1,2019/6/11 18:00,1+,IEF099I,1
80596,P1,zos,12:49.0,12:49.0,2,21.14.37 CP1D J0106022  +DBA:BANCS BIG PARTITION TS FOUND!TSPROM PART 20 77.4% INUSE SYSJOB,1,110417110,2,Â·ÎÄæ·,1,2019/6/11 22:00,1+,DBA:BANCS,1
80597,P1,zos,12:45.0,12:49.0,2,21.14.36 CP1D J0106022  +DBA:BANCS BIG PARTITION TS FOUND!TSPROM PART 16 73.7% INUSE SYSJOB,1,110417109,2,Â·ÎÄæ·,1,2019/6/11 22:00,1+,DBA:BANCS,1
80598,P1,zos,12:45.0,12:45.0,2,21.14.36 CP1D J0106022  +DBA:BANCS BIG PARTITION TS FOUND!TSPROM PART 8 72.5% INUSE SYSJOB,1,110417108,2,Â·ÎÄæ·,1,2019/6/11 22:00,1+,DBA:BANCS,1
80599,P1,zos,12:45.0,12:45.0,2,21.14.36 CP1D J0106022  +DBA:BANCS BIG PARTITION TS FOUND!TSPROM PART 1 74.6% INUSE SYSJOB,1,110417107,2,Â·ÎÄæ·,1,2019/6/11 22:00,1+,DBA:BANCS,1
80600,P1,zos,11:55.0,11:55.0,1,21.13.37 CP1E J0106112 *IEF099I JOB NA100006 WAITING FOR DATA SETS,1,110417106,2,Â·ÎÄæ·,1,2019/6/11 22:00,1+,IEF099I,1
80601,P1,zos,02:20.0,02:20.0,2,21.04.09 CP1F J0105962  +DBA:EISS BIG PARTITION TS FOUND!CGEN961P PART 3 75.9% INUSE SYSJOB,1,110417099,2,Â·ÎÄæ·,1,2019/6/11 22:00,1+,DBA:EISS,1
80602,P1,zos,31:22.0,41:37.0,3,23.43.28 CP1F S0008420  DSNR035I  -DP81 DSNRPBCW WARNING - UNCOMMITTED UR AFTER 3 CHECKPOINTS - CORRELATION NAME = EP260000 -           CONNECTION ID  = BATCH -           LUWID = DSNDP01.DP81APPL.D641E539B2E7 = 127762 -,1,110417216,2,Â·ÎÄæ·,1,2019/6/12 0:00,1+,DSNR035I,1
80603,P1,zos,17:40.0,17:40.0,1,23.19.30 CP1F J0116169 *IEF099I JOB G01S663B WAITING FOR DATA SETS,1,110417208,2,Â·ÎÄæ·,1,2019/6/12 0:00,1+,IEF099I,1
80604,P1,zos,51:32.0,51:32.0,2,00.53.16 CP1D J0122732 *IEF099I JOB G01S506B WAITING FOR DATA SETS,1,110417268,2,Â·ÎÄæ·,1,2019/6/12 1:00,1+,IEF099I,1
80605,P1,zos,43:40.0,43:40.0,2,"01.45.26 CP1E          *IXC585E STRUCTURE DSNDP01_GBP25 IN COUPLING * FACILITY BCC2C1, *PHYSICAL STRUCTURE VERSION D61B09A4 89269EC3, *IS AT OR ABOVE STRUCTURE FULL MONITORING THRESHOLD OF 80%: *   SPACE USAGE     IN-USE       TOT",1,110417295,2,Â·ÎÄæ·,1,2019/6/12 2:00,1+,IXC585E,1
80606,P1,zos,43:31.0,43:33.0,15,01.45.19 CP1E S0008409 *DSNB325A  -DP31 DSNB1CNE THERE IS A CRITICAL * SHORTAGE *OF SPACE IN GROUP BUFFER POOL GBP25,1,110417294,2,Â·ÎÄæ·,1,2019/6/12 2:00,1+,DSNB325A,1
80607,P2,zos,35:17.0,35:17.0,1,01.36.56 CP2A J0033269 *IEF099I JOB TMZ60000 WAITING FOR DATA SETS,1,110417290,2,Â·ÎÄæ·,1,2019/6/12 2:00,1+,IEF099I,1
80608,P2,zos,18:13.0,18:13.0,1,"02.19.55 CP2C           IOS080I 41B8,0D,C4042411, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED FOR AN ACTIVE REQUEST. 00          DATASET NAME=PRDC64R.LVEQ.ET.ETQD2042.A4101",1,110417311,2,Â·ÎÄæ·,1,2019/6/12 3:00,1+,IOS080I,1
80609,P3,zos,13:43.0,13:43.0,1,02.15.02 CP3B J0162151 *IEF099I JOB RMFRPTD3 WAITING FOR DATA SETS,1,110417309,2,Â·ÎÄæ·,1,2019/6/12 3:00,1+,IEF099I,1
80610,P2,zos,12:02.0,12:02.0,2,03.13.55 CP2A J0064707 *IEF099I JOB C4CARD01 WAITING FOR DATA SETS,1,110417353,2,Â·ÎÄæ·,1,2019/6/12 4:00,1+,IEF099I,1
80611,P3,zos,30:01.0,30:01.0,1,04.31.51 CP3D J0182404 *IEF099I JOB DEDPDES5 WAITING FOR DATA SETS,1,110417411,2,Â·ÎÄæ·,1,2019/6/12 5:00,1+,IEF099I,1
80612,P1,zos,08:09.0,12:44.0,64,"04.14.33 CP1C           IOS080I 55E2,50,ZAPISS0G, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED FOR AN ACTIVE REQUEST. DATASET NAME=SYS1.VTOC.VP1160D",1,110417394,2,Â·ÎÄæ·,1,2019/6/12 5:00,1+,IOS080I,1
80613,P1,zos,19:19.0,19:19.0,1,05.21.14 CP1C J0140893 *IEF099I JOB AXBKOUT  WAITING FOR DATA SETS,1,110417448,2,Â·ÎÄæ·,1,2019/6/12 6:00,1+,IEF099I,1
80614,P1,zos,03:14.0,03:14.0,2,05.05.07 CP1E J0140468  +DBA:BANCS BIG PARTITION TS FOUND!TSPROM PART 20 77.6% INUSE SYSJOB,1,110417433,2,Â·ÎÄæ·,1,2019/6/12 6:00,1+,DBA:BANCS,1
80615,P1,zos,03:14.0,03:14.0,2,05.05.06 CP1E J0140468  +DBA:BANCS BIG PARTITION TS FOUND!TSPROM PART 1 74.7% INUSE SYSJOB,1,110417430,2,Â·ÎÄæ·,1,2019/6/12 6:00,1+,DBA:BANCS,1
80616,P1,zos,03:14.0,03:14.0,2,05.05.07 CP1E J0140468  +DBA:BANCS BIG PARTITION TS FOUND!TSPROM PART 16 73.7% INUSE SYSJOB,1,110417432,2,Â·ÎÄæ·,1,2019/6/12 6:00,1+,DBA:BANCS,1
80617,P1,zos,03:14.0,03:14.0,2,05.05.06 CP1E J0140468  +DBA:BANCS BIG PARTITION TS FOUND!TSPROM PART 8 72.8% INUSE SYSJOB,1,110417431,2,Â·ÎÄæ·,1,2019/6/12 6:00,1+,DBA:BANCS,1
80618,P1,zos,02:13.0,02:13.0,2,05.04.08 CP1E J0140529  +DBA:EISS BIG PARTITION TS FOUND!CGEN961P PART 3 75.9% INUSE SYSJOB,1,110417428,2,Â·ÎÄæ·,1,2019/6/12 6:00,1+,DBA:EISS,1
80619,P3,zos,43:06.0,43:06.0,1,06.44.53 CP3C J0004493 *IEF099I JOB DEDPSE31 WAITING FOR DATA SETS,1,110417499,2,Â·ÎÄæ·,1,2019/6/12 7:00,10+,IEF099I,1
80620,P3,zos,40:51.0,40:51.0,1,06.42.39 CP3C J0003321 *IEF099I JOB DEDPH131 WAITING FOR DATA SETS,1,110417498,2,Â·ÎÄæ·,1,2019/6/12 7:00,10+,IEF099I,1
80621,P3,zos,00:19.0,00:19.0,1,06.02.11 CP3C J0184829  +DBA:BOCSY BIG PARTITION TS FOUND!TSSORD PART 4 70.9% INUSE SYSJOB,1,110417480,2,Â·ÎÄæ·,1,2019/6/12 7:00,1+,DBA:BOCSY,1
80622,P3,zos,00:14.0,00:14.0,1,06.02.11 CP3C J0184829  +DBA:BOCSY BIG PARTITION TS FOUND!TSDPTM PART 4 74.2% INUSE SYSJOB,1,110417479,2,Â·ÎÄæ·,1,2019/6/12 7:00,1+,DBA:BOCSY,1
80623,P1,zos,47:27.0,47:28.0,2,09.49.25 CP1A J0146968 *IEF099I JOB BLKNET   WAITING FOR DATA SETS,1,110417705,2,Â·ÎÄæ·,1,2019/6/12 10:00,10+,IEF099I,1
80624,P1,zos,37:58.0,38:02.0,2,09.39.52 CP1A J0146270 *IEF099I JOB BLKNET   WAITING FOR DATA SETS,1,110417697,2,Â·ÎÄæ·,1,2019/6/12 10:00,10+,IEF099I,1
80625,P3,zos,07:42.0,07:43.0,7,13.09.39 CP3C S0064061 *DSNB319A  -DP2X DSNB1CNE THERE IS A SHORTAGE OF * SPACE *IN GROUP BUFFER POOL GBP32K-SEC,1,110418038,2,Â·ÎÄæ·,1,2019/6/12 14:00,1+,DSNB319A,1
80626,P3,zos,00:18.0,00:18.0,2,13.02.17 CP3C J0030638  +DBA:BOCSY BIG PARTITION TS FOUND!TSDPTM PART 4 74.2% INUSE SYSJOB,1,110418033,2,Â·ÎÄæ·,1,2019/6/12 14:00,1+,DBA:BOCSY,1
80627,P3,zos,00:18.0,00:18.0,2,13.02.17 CP3C J0030638  +DBA:BOCSY BIG PARTITION TS FOUND!TSSORD PART 4 70.9% INUSE SYSJOB,1,110418034,2,Â·ÎÄæ·,1,2019/6/12 14:00,1+,DBA:BOCSY,1
80628,P1,zos,51:26.0,51:26.0,3,15.53.24 CP1D S0108754  DNFO1033E 2019-06-12 07:53:23 BOCOU01 DNF_O_FT 31323031393036400160667 6538358442485332489013671.875  SAG returned error information with - the following parameters: -  Code    : 'Sw.XPC.TpCallTPETIME' -  T,1,110418387,2,Â·ÎÄæ·,1,2019/6/12 16:00,10+,DNFO1033E,1
80629,P1,zos,35:00.0,35:00.0,1,15.36.57 CP1A J0170671 *IEF099I JOB SORTJCL  WAITING FOR DATA SETS,1,110418366,2,Â·ÎÄæ·,1,2019/6/12 16:00,1+,IEF099I,1
80630,P1,zos,17:29.0,17:40.0,3,15.19.28 CP1A J0168749 *IEF099I JOB SORTJCL  WAITING FOR DATA SETS,1,110418339,2,Â·ÎÄæ·,1,2019/6/12 16:00,1+,IEF099I,1
80631,P1,zos,12:09.0,12:09.0,2,15.14.07 CP1A J0168249 *IEF099I JOB SORTJCL  WAITING FOR DATA SETS,1,110418335,2,Â·ÎÄæ·,1,2019/6/12 16:00,1+,IEF099I,1
80632,P1,zos,02:18.0,02:18.0,1,18.04.16 CP1C J0186350 *IEF099I JOB DB2SE1   WAITING FOR DATA SETS,1,110418547,2,Â·ÎÄæ·,1,2019/6/12 19:00,1+,IEF099I,1
80633,P1,zos,11:45.0,11:45.0,2,21.13.43 CP1E J0190482  +DBA:BANCS BIG PARTITION TS FOUND!TSPROM PART 20 77.6% INUSE SYSJOB,1,110418842,2,Â·ÎÄæ·,1,2019/6/12 22:00,1+,DBA:BANCS,1
80634,P1,zos,11:40.0,11:40.0,2,21.13.42 CP1E J0190482  +DBA:BANCS BIG PARTITION TS FOUND!TSPROM PART 8 72.8% INUSE SYSJOB,1,110418840,2,Â·ÎÄæ·,1,2019/6/12 22:00,1+,DBA:BANCS,1
80635,P1,zos,11:40.0,11:40.0,2,21.13.41 CP1E J0190482  +DBA:BANCS BIG PARTITION TS FOUND!TSPROM PART 1 74.7% INUSE SYSJOB,1,110418839,2,Â·ÎÄæ·,1,2019/6/12 22:00,1+,DBA:BANCS,1
80636,P1,zos,11:40.0,11:40.0,2,21.13.42 CP1E J0190482  +DBA:BANCS BIG PARTITION TS FOUND!TSPROM PART 16 73.7% INUSE SYSJOB,1,110418841,2,Â·ÎÄæ·,1,2019/6/12 22:00,1+,DBA:BANCS,1
80637,P1,zos,09:26.0,09:26.0,2,21.11.30 CP1D J0190552 *IEF099I JOB NA100006 WAITING FOR DATA SETS,1,110418837,2,Â·ÎÄæ·,1,2019/6/12 22:00,1+,IEF099I,1
80638,P1,zos,02:05.0,02:05.0,2,21.04.09 CP1D J0190423  +DBA:EISS BIG PARTITION TS FOUND!CGEN961P PART 3 75.9% INUSE SYSJOB,1,110418832,2,Â·ÎÄæ·,1,2019/6/12 22:00,1+,DBA:EISS,1
80640,P1,zos,37:15.0,37:15.0,1,23.39.20 CP1C S0008414  DSNR035I  -DP51 DSNRPBCW WARNING - UNCOMMITTED UR AFTER 3 CHECKPOINTS - CORRELATION NAME = EP380000 -           CONNECTION ID  = BATCH -           LUWID = DSNDP01.DP51APPL.D64327769AA0 = 77828 -           P,1,110418976,2,Â·ÎÄæ·,1,2019/6/13 0:00,1+,DSNR035I,1
80641,P1,zos,16:58.0,16:58.0,1,23.19.01 CP1E J0199435 *IEF099I JOB G01S663B WAITING FOR DATA SETS,1,110418934,2,Â·ÎÄæ·,1,2019/6/13 0:00,1+,IEF099I,1
80650,P1,zos,35:04.0,35:04.0,3,00.37.09 CP1D J0003117 *IEF099I JOB SA060000 WAITING FOR DATA SETS,1,110419034,2,Â·ÎÄæ·,1,2019/6/13 1:00,1+,IEF099I,1
80655,P2,zos,49:24.0,49:24.0,1,01.51.28 CP2D J0108014 *IEF099I JOB RO00BHMD WAITING FOR DATA SETS,1,110419083,2,Â·ÎÄæ·,1,2019/6/13 2:00,1+,IEF099I,1
80656,P2,zos,33:56.0,33:56.0,1,01.35.37 CP2D J0102848 *IEF099I JOB TMZ60000 WAITING FOR DATA SETS,1,110419078,2,Â·ÎÄæ·,1,2019/6/13 2:00,1+,IEF099I,1
80657,P1,zos,43:18.0,43:18.0,1,02.45.23 CP1C J0020912 *IEF099I JOB G01S506B WAITING FOR DATA SETS,1,110419104,2,Â·ÎÄæ·,1,2019/6/13 3:00,1+,IEF099I,1
80658,P3,zos,12:58.0,12:58.0,1,02.15.02 CP3A J0084806 *IEF099I JOB RMFRPTD3 WAITING FOR DATA SETS BATWLMLO - SYS CP3A,1,110419097,2,Â·ÎÄæ·,1,2019/6/13 3:00,10+,IEF099I,1
80659,P1,zos,02:13.0,02:15.0,15,02.04.11 CP1D S0008408 *DSNB319A  -DP21 DSNB1CNE THERE IS A SHORTAGE OF * SPACE *IN GROUP BUFFER POOL GBP30,1,110419090,2,Â·ÎÄæ·,1,2019/6/13 3:00,1+,DSNB319A,1
80660,P1,zos,01:34.0,01:34.0,1,04.03.41 CP1F J0024260 *IEF099I JOB AXPUPDBW WAITING FOR DATA SETS,1,110419163,2,Â·ÎÄæ·,1,2019/6/13 5:00,1+,IEF099I,1
80661,P1,zos,23:36.0,23:36.0,2,05.25.44 CP1D J0025700 *IEF099I JOB AXBKOUT  WAITING FOR DATA SETS,1,110419243,2,Â·ÎÄæ·,1,2019/6/13 6:00,1+,IEF099I,1
80662,P1,zos,03:56.0,03:56.0,2,05.06.02 CP1E J0025146  +DBA:BANCS BIG PARTITION TS FOUND!TSPROM PART 20 77.6% INUSE SYSJOB,1,110419226,2,Â·ÎÄæ·,1,2019/6/13 6:00,1+,DBA:BANCS,1
80663,P1,zos,03:55.0,03:55.0,2,05.06.02 CP1E J0025146  +DBA:BANCS BIG PARTITION TS FOUND!TSPROM PART 16 73.7% INUSE SYSJOB,1,110419225,2,Â·ÎÄæ·,1,2019/6/13 6:00,1+,DBA:BANCS,1
80664,P1,zos,03:55.0,03:55.0,2,05.06.01 CP1E J0025146  +DBA:BANCS BIG PARTITION TS FOUND!TSPROM PART 8 72.8% INUSE SYSJOB,1,110419224,2,Â·ÎÄæ·,1,2019/6/13 6:00,1+,DBA:BANCS,1
80665,P1,zos,03:54.0,03:54.0,2,05.06.01 CP1E J0025146  +DBA:BANCS BIG PARTITION TS FOUND!TSPROM PART 1 74.7% INUSE SYSJOB,1,110419223,2,Â·ÎÄæ·,1,2019/6/13 6:00,1+,DBA:BANCS,1
80666,P1,zos,02:00.0,02:00.0,2,05.04.08 CP1E J0025291  +DBA:EISS BIG PARTITION TS FOUND!CGEN961P PART 3 75.9% INUSE SYSJOB,1,110419219,2,Â·ÎÄæ·,1,2019/6/13 6:00,1+,DBA:EISS,1
80667,P3,zos,43:54.0,43:54.0,1,06.45.53 CP3D J0126791 *IEF099I JOB DEDPPL31 WAITING FOR DATA SETS,1,110419303,2,Â·ÎÄæ·,1,2019/6/13 7:00,10+,IEF099I,1
80668,P1,zos,06:26.0,06:26.0,1,*06.08.32 CP1D J0026212 *IEF099I JOB STP2     WAITING FOR DATA SETS,1,110419271,2,Â·ÎÄæ·,1,2019/6/13 7:00,1+,IEF099I,1
80669,P1,zos,02:35.0,02:35.0,1,06.04.45 CP1E J0026161 *IEF099I JOB DB2SQL   WAITING FOR DATA SETS,1,110419268,2,Â·ÎÄæ·,1,2019/6/13 7:00,1+,IEF099I,1
80670,P3,zos,00:02.0,00:02.0,1,06.02.08 CP3C J0106765  +DBA:BOCSY BIG PARTITION TS FOUND!TSSORD PART 4 70.9% INUSE SYSJOB,1,110419266,2,Â·ÎÄæ·,1,2019/6/13 7:00,1+,DBA:BOCSY,1
80671,P1,zos,28:03.0,28:03.0,1,07.30.14 CP1E J0026967 *IEF099I JOB G01S126B WAITING FOR DATA SETS,1,110419341,2,Â·ÎÄæ·,1,2019/6/13 8:00,1+,IEF099I,1
80672,P1,zos,27:58.0,27:58.0,1,07.30.05 CP1D J0026956 *IEF099I JOB G01S310B WAITING FOR DATA SETS,1,110419340,2,Â·ÎÄæ·,1,2019/6/13 8:00,1+,IEF099I,1
80673,P1,zos,08:09.0,08:09.0,1,09.10.22 CP1F S0008420  DSNR035I  -DP81 DSNRPBCW WARNING - UNCOMMITTED UR AFTER 3 CHECKPOINTS - CORRELATION NAME = TF000802 -           CONNECTION ID  = BATCH -           LUWID = DSNDP01.DP81APPL.D643A5CD57E8 = 108307 -,1,110419448,2,Â·ÎÄæ·,1,2019/6/13 10:00,1+,DSNR035I,1
80674,P1,zos,47:41.0,47:45.0,2,10.49.51 CP1F J0035952 *IEF099I JOB CXMOSAP  WAITING FOR DATA SETS,1,110419566,2,Â·ÎÄæ·,1,2019/6/13 11:00,1+,IEF099I,1
80675,P1,zos,28:16.0,28:21.0,2,"10.29.57 CP1E S0108758  DNIE4497E 2019-06-13 02:29:57 BOCOU01 SNDROUTING Exception without valid message ID; exception data: message catalog='BIPmsgs', error - number='2322', parameters='((22005)(-99999)( DB2 FOR OS/390  ODBC - DR",1,110419543,2,Â·ÎÄæ·,1,2019/6/13 11:00,10+,DNIE4497E,1
80676,P1,zos,28:20.0,28:20.0,1,10.29.57 CP1E S0108758  DNQK1006E 2019-06-13 02:29:57 BOCOU01  Message '58672003' was backed out. '58672003' was backed out.,1,110419544,2,Â·ÎÄæ·,1,2019/6/13 11:00,100+,DNQK1006E,1
80677,P1,zos,08:53.0,08:53.0,1,11.11.03 CP1F J0037955 *IEF099I JOB DB2453   WAITING FOR DATA SETS,1,110419590,2,Â·ÎÄæ·,1,2019/6/13 12:00,1+,IEF099I,1
80678,P1,zos,08:09.0,27:07.0,3,12.29.17 CP1E S0008418  DSNR035I  -DP71 DSNRPBCW WARNING - UNCOMMITTED UR AFTER 3 CHECKPOINTS - CORRELATION NAME = NS200023 -           CONNECTION ID  = UTILITY -           LUWID = DSNDP01.DP71APPL.D643CFD7F497 = 89004 -,1,110419448,2,Â·ÎÄæ·,1,2019/6/13 13:00,1+,DSNR035I,1
80679,P3,zos,09:54.0,09:54.0,2,13.12.04 CP3B S0124368  BD31BHPRIS0 SEV=WAR DP2X 31 bit High private: 839983104,1,110419789,2,Â·ÎÄæ·,1,2019/6/13 14:00,10+,BD31BHPRIS0,1
80680,P3,zos,00:33.0,00:33.0,2,13.02.41 CP3C J0152790  +DBA:BOCSY BIG PARTITION TS FOUND!TSDPTM PART 4 74.4% INUSE SYSJOB,1,110419778,2,Â·ÎÄæ·,1,2019/6/13 14:00,1+,DBA:BOCSY,1
80681,P3,zos,00:33.0,00:33.0,2,13.02.42 CP3C J0152790  +DBA:BOCSY BIG PARTITION TS FOUND!TSSORD PART 4 70.9% INUSE SYSJOB,1,110419779,2,Â·ÎÄæ·,1,2019/6/13 14:00,1+,DBA:BOCSY,1
80682,P1,zos,40:36.0,40:36.0,1,15.42.49 CP1A J0054666 *IEF099I JOB SMSRPTP1 WAITING FOR DATA SETS,1,110419953,2,Â·ÎÄæ·,1,2019/6/13 16:00,1+,IEF099I,1
